time,Score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2019-01-02 09:30:00,0.0,0.0,1000000,1000000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2019-01-02 10:30:00,0.0,0.0,1000000.0,1000000.0,0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-02 11:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-02 12:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-02 13:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-02 14:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 09:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 10:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 11:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 12:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 13:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-03 14:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2019-01-04 09:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,157.49857274262027,0,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-04 10:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,148.35740668931476,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-04 11:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,140.17832856054105,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-04 12:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,132.8251597683276,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-04 13:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,126.1841595380996,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-04 14:30:00,43.36550699999998,43.36550699999998,989992.764937,1000043.365507,120.16026644852519,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 0}",43.36550699999998,0,1,0
2019-01-07 09:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,39636.03091360418,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-07 10:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,37897.98487659733,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-07 11:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,36303.70258163283,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-07 12:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,34836.37068616605,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-07 13:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,33481.64225954446,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-07 14:30:00,-799.2543650000001,-799.2543650000001,995503.945105,999200.745635,32227.21307257147,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 842.619871999952}",43.36550699999998,842.6198720000001,1,1
2019-01-08 09:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,75831.67265820032,10007.235063,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-08 10:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,73495.9566254945,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-08 11:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,71292.32641217532,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-08 12:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,69210.80905055483,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-08 13:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,67242.2569159387,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-08 14:30:00,-1832.6054330000006,-1832.6054330000006,974372.994577,998167.394567,65378.29784789704,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 1875.9709400000283}",43.36550699999998,1875.9709400000006,1,2
2019-01-09 09:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,132096.1514424418,25627.005422999966,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-09 10:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,128952.5570397822,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-09 11:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,125942.208354173,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-09 12:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,123058.20589085245,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-09 13:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,120293.90446905454,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-09 14:30:00,-3261.5945199999965,-3261.5945199999965,952823.0051300001,996738.40548,117642.94937367587,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 3304.960027000052}",43.36550699999998,3304.9600269999964,1,3
2019-01-10 09:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,257469.72059028113,47176.99486999994,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-10 10:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,252375.1724329954,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-10 11:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,247458.60135557904,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-10 12:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,242712.69876581407,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-10 13:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,238130.29886953486,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-10 14:30:00,-5520.104903000006,-5520.104903000006,930252.694807,994479.895097,233704.4274186878,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 5563.470410000067}",43.36550699999998,5563.470410000005,1,4
2019-01-11 09:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,291954.05473378644,69747.30519300001,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-11 10:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,287125.20307519514,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-11 11:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,282433.0407879861,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-11 12:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,277873.58926634595,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-11 13:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,273442.80026185425,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-11 14:30:00,-7134.387183000005,-7134.387183000005,907940.212467,992865.612817,269136.6044908878,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",43.36550699999998,7177.752690000005,1,5
2019-01-14 09:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,449732.7174983964,92059.787533,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
2019-01-14 10:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,441154.4119946981,109911.98315500002,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
2019-01-14 11:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,432896.60728358245,109911.98315500002,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
2019-01-14 12:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,424941.70706204645,109911.98315500002,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
2019-01-14 13:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,417273.37725541444,109911.98315500002,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
2019-01-14 14:30:00,-4150.982204999996,-4150.982204999996,890088.016845,995849.017795,409876.4350869651,109911.98315500002,"{'maxPortfolioValue': 1000043.365507, 'maxDrawdown': 7177.752689999994}",3026.7704850000096,7177.752690000005,2,5
