,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,NFLX Position,NFLX Order,NFLX Filled Order,NFLX Trade Price,NFLX Cost to Trade,NFLX PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,AMZN Position,AMZN Order,AMZN Filled Order,AMZN Trade Price,AMZN Cost to Trade,AMZN PnL
2015-08-24,2.1361843149000017,7.790381084649999,501939.01024350023,560086.47,1077903.8108465003,201,52,52,94.870003,21.45,14.19014899999961,-765,-165,-165,88.75,76.31249999999953,2830.2375000000006,-447,-86,-86,573.0,127.79599999999718,6699.814000000002,155,29,29,143.47,9.410500000000178,-687.2904999999996,-480,-76,-76,463.58,75.46799999999789,12504.89200000001
2015-08-21,2.4090048003899986,5.654196769749997,505967.74739950034,483247.16,1056541.9676975003,149,2,2,110.43,0.47200010000001386,-1022.6419961000001,-600,-50,-50,106.2,30.274999999999892,4773.225000000001,-361,-11,-11,639.78,12.14950000000008,12310.650500000007,126,3,3,151.5,0.5115000000000294,-477.0915000000003,-404,-11,-11,507.36,10.71400000000026,8505.905999999977
2015-08-20,1.6164429001049978,3.2451919693599987,480588.1893996002,490961.54,1032451.9196936003,147,7,7,114.08000200000001,1.3439989499999543,-341.7539989499999,-550,-31,-31,119.8,6.509999999999982,5186.930000000004,-350,-22,-22,655.46,16.29099999999944,4788.5289999999795,123,7,7,152.74,1.490999999999997,-150.5310000000002,-393,-18,-18,530.39,9.22500000000041,6681.254999999995
2015-08-19,-0.018146622999998727,1.6287490692549995,503070.79041255015,479969.33999999997,1016287.4906925502,140,-5,-5,116.099998,0.8575000000000017,-211.45722999999998,-519,29,29,123.5,7.5399999999999014,1041.2199999999973,-328,8,8,656.6,5.016000000000349,-1573.3359999999946,116,-4,-4,155.15,0.6540000000000191,-244.21399999999917,-375,22,22,533.74,9.338999999998759,806.3210000000091
2015-08-18,0.22577844512000203,1.6468956922549987,474793.7569225502,500842.01999999996,1016468.9569225502,145,8,8,116.43,1.6600007999999662,-91.52054880000011,-548,-11,-11,125.26,2.810500000000039,713.9695000000013,-336,-23,-23,661.9,13.960999999998808,1602.3690000000036,120,7,7,155.51,1.3965000000000432,-31.796500000001327,-397,-17,-17,535.04,11.577000000000293,64.76300000001667
2015-08-17,-0.34227217952000144,1.4211172471349955,510861.89192335017,477554.23,1014211.1724713503,137,-9,-9,116.040001,1.9349982000000607,163.18570480000062,-537,49,49,123.14,9.799999999999722,-1055.4399999999991,-313,18,18,656.8,8.280000000000246,-1176.2699999999995,113,-7,-7,155.2,1.2705000000000384,58.159500000000136,-380,39,39,531.29,15.327000000000249,-1412.3570000000168
2015-08-14,-0.07102084048499917,1.7633894266549976,471790.6344125502,512520.14,1017633.8942665502,146,17,17,114.32,3.2810008500000096,129.0885951499995,-586,-17,-17,124.96,7.131500000000085,213.01850000000172,-331,-35,-35,655.01,25.970000000001846,-298.1399999999902,120,11,11,155.0,2.073500000000115,80.29650000000063,-419,-28,-28,528.25,15.651999999998498,-834.4720000000033
2015-08-13,-0.26906264397500296,1.8344102671399973,517988.3524134001,471808.63,1018344.1026714002,129,-15,-15,116.040001,5.8425007500000135,-5.451939749999866,-569,77,77,120.99,22.29149999999964,-1891.431499999998,-296,18,18,659.32,13.238999999999624,911.6409999999689,109,-12,-12,156.06,2.74200000000003,-122.75200000000034,-391,51,51,527.37,41.92199999999898,-1582.6320000000007
2015-08-12,0.26904364793000307,2.103472911115,466599.84939915023,517403.51999999996,1021034.7291111504,144,23,23,112.529999,7.877497699999967,266.20247929999994,-646,-42,-42,121.47,12.0960000000001,1375.1439999999936,-314,-43,-43,663.08,48.65450000000219,433.3255000000093,121,13,13,154.26,2.034499999999997,92.8655000000007,-442,-39,-39,523.75,17.511000000001808,522.899000000027
2015-08-11,-1.0810701401350005,1.834429263184998,523849.26287385024,465772.72,1018344.2926318502,121,-13,-13,117.809998,3.548999350000062,-782.2094013499996,-604,59,59,120.01,20.620499999999858,332.7195000000037,-271,41,41,669.2,29.089500000001046,-8813.90949999999,108,-8,-8,155.96,1.3399999999999637,-141.5800000000009,-403,53,53,523.65,29.89200000000294,-1405.7220000000166
2015-08-10,0.1426859993999979,2.9154994033199992,464925.06389920024,518236.65,1029154.9940332001,134,21,21,116.529999,3.9375000000001195,537.6529939999989,-663,-66,-66,126.09,24.09000000000004,470.399999999997,-312,-44,-44,639.48,32.93400000000056,640.8259999999824,116,18,18,156.77,3.5189999999997665,155.8609999999996,-456,-48,-48,528.52,31.8,-377.87999999999903
2015-08-07,0.6406839020600018,2.77281340392,530800.0943782001,457230.8,1027728.1340392001,113,-4,-4,114.58000200000001,0.8759993999999779,40.994020600000106,-597,107,107,126.42,47.13350000000062,1705.2865000000036,-268,27,27,640.23,20.425500000001374,2023.5644999999956,98,-6,-6,155.89,1.0080000000000724,-121.187999999999,-408,58,58,529.16,49.9379999999981,2758.182000000019
2015-08-06,0.20141789341999797,2.1321295018599993,455939.6453696003,525339.76,1021321.2950186002,117,24,24,115.970001,8.808004799999958,-54.07856579999957,-704,-79,-79,126.29,33.930499999999675,-1759.070500000005,-295,-47,-47,645.0,39.245000000000644,342.59500000000736,104,22,22,157.13,4.46600000000019,-151.84600000000125,-466,-61,-61,539.3,21.41099999999856,3636.5789999999784
2015-08-05,-0.9260411720999993,1.9307116084400011,542011.6758984003,454465.24,1019307.1160844002,93,0,0,112.949997,0.0,70.68027899999979,-625,234,234,125.62,137.94300000000158,-2783.922999999994,-248,41,41,634.33,19.782500000002052,-3831.502499999997,82,-7,-7,159.1,1.3824999999999763,33.71750000000095,-405,92,92,538.8,45.033999999999835,-2749.384000000003
2015-08-04,-0.6233439194299991,2.856752780540001,470024.6878984001,550275.3999999999,1028567.5278054003,93,22,22,117.41999799999999,7.755003300000067,-338.71519430000006,-859,-90,-90,113.15,21.69000000000048,-7347.400000000003,-289,-48,-48,628.42,23.32799999999843,409.19200000000836,89,20,20,158.4,5.949999999999818,-98.54000000000099,-497,-69,-69,529.69,45.12599999999818,1142.0240000000051
2015-08-03,-0.02080580847500106,3.4800966999699985,545387.9468577002,467673.08999999997,1034800.9669997004,71,-5,-5,121.5,0.9324987500000077,-202.9925847499998,-769,190,190,114.6,55.574999999999136,1235.0750000000023,-241,23,23,625.34,10.821499999999833,-1354.2115000000056,69,-6,-6,161.7,1.0290000000000874,-229.08900000000028,-428,75,75,537.45,38.700000000004025,343.1599999999928
2015-07-31,-0.05186164405999867,3.500902508445,467695.4748564503,544467.78,1035009.0250844504,76,12,12,122.599998,1.716000600000041,-85.79594059999955,-959,-42,-42,111.95,17.85000000000012,-2638.72,-264,-51,-51,631.38,38.68350000000019,1742.3265000000029,75,13,13,161.4,2.372500000000133,69.15749999999998,-503,-59,-59,539.09,49.88449999999957,394.41550000000973
2015-07-30,-0.7520687165200022,3.552764152504998,561009.2713330504,475363.63,1035527.6415250504,64,-8,-8,122.32,1.2920012000000043,-46.331665200000245,-917,267,267,106.4,58.072500000001824,-3984.6725000000074,-213,23,23,630.0,14.616499999998997,-110.80650000001758,62,-8,-8,160.5,1.644000000000051,-14.423999999999797,-444,95,95,527.65,47.262500000003456,-3364.452499999997
2015-07-29,-0.23463554936499995,4.304832869025001,461867.1488342502,561049.2,1043048.3286902504,72,13,13,123.150002,2.184000649999933,-27.273993650000126,-1184,-144,-144,106.83,43.632000000000424,-266.8319999999927,-236,-61,-61,628.8,35.135999999999946,-913.8159999999909,70,18,18,160.0,3.3209999999998443,70.3789999999998,-539,-95,-95,530.92,72.53249999999991,-1208.812500000016
2015-07-28,0.07167665010999949,4.53946841839,563804.2843609003,454633.31999999995,1045394.6841839002,59,-11,-11,123.379997,1.9194989000000704,40.78050109999989,-1040,328,328,107.29,92.00399999999837,-862.8839999999968,-175,19,19,632.83,15.009999999998877,-250.34000000000142,52,0,0,159.91,0.0,50.960000000000946,-444,116,116,536.0,118.0300000000021,1738.2499999999923
2015-07-27,0.0848838857199985,4.467791768280001,465745.2178928002,564874.28,1044677.9176828001,70,16,16,123.089996,3.0719967999999427,-101.61214279999967,-1368,-201,-201,107.79,48.038999999999156,3621.2909999999965,-194,-60,-60,621.0,82.95000000000164,-954.3500000000072,52,26,26,159.0,5.876000000000124,-21.73600000000048,-560,-134,-134,527.75,356.57400000000473,-1694.7540000000045
2015-07-24,-3.5198565715999983,4.382907882560002,542589.1388256003,436689.74,1043829.0788256002,54,0,0,125.32,0.0,-35.64021600000004,-1167,301,301,111.55,65.31700000000134,385.1529999999875,-134,-15,-15,647.0,18.4724999999994,2798.807500000005,26,13,13,161.29,3.1979999999998254,-48.957999999999586,-426,186,186,578.99,167.02800000000033,-38297.92799999998
2015-07-23,0.7772487173699999,7.902764454159999,518750.9343256001,533390.28,1079027.6445416,54,3,3,126.199997,0.8265002999999809,-7.006326299999745,-1468,30,30,110.91,7.9799999999999045,2064.9200000000087,-119,-51,-51,661.27,55.18199999999852,2023.0680000000052,13,17,17,160.27,4.564499999999907,14.735499999999764,-612,13,13,491.66,6.239999999999941,3676.7699999999845
2015-07-22,0.10441355432500127,7.125515736789999,548087.0673169001,517859.94999999995,1071255.1573679,51,-5,-5,121.989998,1.1499977499999687,-326.97995675000016,-1498,261,261,112.14,83.38949999999909,1526.1605000000097,-68,-56,-56,660.89,57.96000000000331,-123.32000000000616,-4,11,11,162.73,3.48149999999996,11.138500000000073,-625,79,79,485.99,32.90350000000151,-42.86349999999086
2015-07-21,-0.39473553919999954,7.021102182464997,519402.5418246502,551850.74,1070211.02182465,56,0,0,132.850006,0.0,-73.92039200000022,-1759,-122,-122,110.21,40.01599999999932,-3529.1360000000136,-12,-62,-62,655.21,55.396999999999665,-530.976999999996,-15,-1,-1,164.34,0.18199999999999364,143.1880000000001,-704,-39,-39,487.9,19.109999999999467,43.49000000001477
2015-07-20,0.20749776485999805,7.415837721664999,506109.3668246502,507981.93,1074158.3772166502,56,4,4,130.970001,0.6619994000000361,131.13864860000078,-1637,-72,-72,114.7,20.304000000000155,6882.7959999999985,50,-66,-66,659.24,103.85100000000384,-1502.8909999999983,-14,2,2,172.79,0.44200000000001866,-10.942000000000132,-665,4,4,492.57,2.0340000000000145,-3425.124000000021
2015-07-17,1.0051395940400016,7.208339956804999,480904.8198280502,505508.9,1072083.3995680502,52,8,8,129.080002,1.2880035999999564,51.87194039999925,-1565,-15,-15,117.34,8.107500000000002,1642.4425000000097,116,-38,-38,649.0,33.591999999999686,13391.38799999999,-16,5,5,170.33,0.9824999999999591,-21.792499999999876,-669,-16,-16,477.7,10.463999999999578,-5012.513999999983
2015-07-16,-3.706065570200003,6.2032003627649965,501442.8638476502,493584.94,1062032.0036276502,44,9,9,127.739998,1.606500000000048,64.47329800000034,-1550,253,253,111.02,72.10500000000057,-30737.275000000012,154,-27,-27,565.12,15.808500000000048,3139.5114999999987,-21,13,13,169.47,2.125500000000062,-66.2155,-653,28,28,465.5,9.100000000000637,-9461.150000000014
2015-07-15,0.6736012463300014,9.909265932965,487373.99932965025,496728.8,1099092.6593296502,35,17,17,125.720001,2.8305016999999824,37.649463299999894,-1803,-68,-68,99.97,13.566000000000418,3997.954000000016,181,-24,-24,560.13,25.367999999999846,-207.92799999999968,-34,9,9,168.48,1.4849999999999794,2.4050000000006606,-681,-24,-24,463.04,16.128000000000064,2905.9319999999975
2015-07-14,-0.25053720191999873,9.235664686635001,488875.4768483504,487271.67000000004,1092356.6468663502,18,12,12,126.040001,2.0640011999999617,-7.524019200000066,-1735,56,56,101.27,17.444000000000052,1221.6759999999986,205,-25,-25,546.76,20.887500000000045,2967.1125000000147,-43,9,9,169.43,1.9665000000001043,30.693499999999013,-657,20,20,462.32,12.330000000000155,-6717.33
2015-07-13,-1.152064196890001,9.486201888555,490838.8188615503,498280.84,1094862.01888555,6,22,22,125.029999,5.103998899999863,-29.32396889999988,-1791,5,5,98.1,0.8999999999999915,-6918.509999999998,230,-4,-4,532.88,1.8020000000000436,3785.79799999999,-52,18,18,167.93,3.4919999999998934,-147.4920000000006,-677,9,9,448.29,3.474000000000012,-8211.114000000001
2015-07-10,-0.7216087539499993,10.638266085445,493125.56077445025,492531.91998400004,1106382.6608544502,-16,30,30,121.940002,10.259995499999974,-117.72003950000055,-1796,17,17,97.52,3.0260000000000504,-2727.4559999999997,234,7,7,526.29,1.897000000000344,2170.1330000000103,-70,21,21,165.66,4.000499999999823,-259.01049999999947,-686,4,4,440.49,1.3139999999999872,-6282.034000000003
2015-07-09,-0.6522487966400016,11.359874839394996,503370.0685779503,493721.16000000003,1113598.7483939503,-46,16,16,123.849998,3.2799983999999314,91.24003359999998,-1813,35,35,94.9,6.509999999999948,-4080.019999999998,227,1,1,523.12,0.43100000000001726,867.2289999999794,-91,19,19,165.34,4.046999999999992,-108.25699999999992,-690,10,10,434.9,4.580000000000041,-3292.679999999998
2015-07-08,0.4474579106500039,12.012123636035003,497390.4359883503,499143.42000000004,1120121.2363603502,-62,14,14,124.480003,3.0660034999999883,207.314106500001,-1848,-78,-78,93.47,18.75900000000023,1004.7209999999963,226,12,12,521.05,7.7999999999994545,-1811.0999999999858,-110,17,17,164.0,4.352000000000101,215.0480000000003,-700,-18,-18,434.35,12.744000000000074,4858.596000000027
2015-07-07,0.07971798592499686,11.564665725384994,506549.1975578503,494889.780152,1115646.6572538503,-76,15,15,125.889999,2.5350037500000298,22.6748592499994,-1770,38,38,95.01,6.820999999999845,826.0589999999817,214,9,9,523.13,3.7125,456.0974999999934,-127,23,23,164.94,4.266499999999912,-43.38650000000139,-682,10,10,435.68,4.1049999999999045,-464.2650000000044
2015-07-06,0.019155168150000575,11.48494773946,504326.9970306001,508897.74,1114849.4773946002,-91,2,2,124.940002,0.2920005000000117,42.74818150000061,-1808,-32,-32,93.47,4.783999999999833,-981.2639999999765,205,13,13,519.5,3.6204999999998106,-63.620499999992646,-150,16,16,163.83,2.3199999999998,71.8400000000021,-692,-12,-12,435.23,4.03199999999988,1121.8479999999722
2015-07-02,-0.07284923808000167,11.465792571309997,511466.24589910026,503821.700186,1114657.9257131002,-93,4,4,126.43,0.5900008000000071,14.969619199999263,-1776,0,0,94.0,0.0,-710.4000000000101,192,10,10,521.08,4.730000000000473,302.38999999998896,-166,24,24,165.05,4.812000000000262,-117.85199999999938,-680,0,0,437.0,0.0,-217.59999999999536
2015-07-01,-0.2145821822800013,11.538641809389999,506466.35751190025,507263.13980600005,1115386.4180939002,-97,8,8,126.900002,1.3040007999999716,-126.5538227999992,-1776,-14,-14,94.81,2.499000000000075,383.90099999998864,182,10,10,524.73,3.8750000000002274,195.98500000000695,-190,18,18,163.97,3.4919999999998934,-374.7720000000023,-680,-4,-4,439.35,1.4219999999999344,-2224.3820000000073
2015-06-30,-0.6152139613999954,11.753223991670001,523187.90991670016,505811.97,1117532.2399167002,-105,10,10,125.57,1.9949989999999787,-106.8951140000002,-1762,74,74,93.36,14.023000000000076,-2952.082999999983,172,1,1,526.02,0.5035000000000082,-178.72349999999844,-208,26,26,163.99,5.797999999999751,32.162000000000454,-676,18,18,434.2,8.999999999999591,-2946.599999999973
2015-06-29,0.6100596612599996,12.368437953069996,509270.1896457003,520113.04988500004,1123684.3795307002,-115,-3,-3,125.459999,0.5219993999999872,250.90811259999955,-1836,-158,-158,91.51,33.33800000000066,1295.9819999999986,171,14,14,525.01,5.887000000000535,-1651.4370000000122,-234,7,7,163.92,1.2530000000000543,592.1870000000023,-694,-29,-29,434.98,15.123499999999433,5612.956500000007
2015-06-26,0.3983317992600004,11.758378291809997,519633.2933661003,501613.38,1117583.7829181002,-112,-4,-4,127.66999799999999,0.7399994000000106,83.93999259999995,-1678,8,8,95.3,1.8159999999999628,3015.3039999999955,157,-7,-7,537.26,2.6845000000000256,-544.2544999999946,-241,19,19,166.23,3.847499999999849,142.72250000000167,-665,21,21,441.76,9.533999999999685,1285.606000000001
2015-06-25,0.35026526079999576,11.360046492549994,506586.32470950007,518843.94000000006,1113600.4649255,-108,-8,-8,128.860001,1.8720000000001165,70.00810800000109,-1686,-143,-143,95.48,46.403500000000875,3201.116499999995,164,-3,-3,538.87,0.9509999999999537,-425.9010000000023,-260,2,2,167.8,0.40100000000002184,229.33899999999642,-686,-25,-25,438.07,10.300000000000296,428.0899999999673
2015-06-24,0.37425932998000305,11.00978123175,507082.0926175001,497530.8001,1110097.8123175001,-100,-1,-1,127.209999,0.1365002000000061,-107.95670020000075,-1543,40,40,100.01,7.279999999999745,455.6300000000065,167,-2,-2,540.0,0.825,-442.66499999999775,-262,11,11,168.71,2.42000000000005,428.89000000000135,-661,18,18,444.97,13.815000000000328,3408.6950000000215
2015-06-23,-0.7822067805600011,10.635521901769998,516772.0883247002,515478.16990100004,1106355.2190177003,-99,2,2,127.480003,0.2979996000000085,57.38219439999932,-1583,13,13,96.34,2.925,-1426.715000000009,169,0,0,539.64,0.0,387.00999999999385,-273,19,19,168.38,2.9829999999997714,-258.3030000000039,-679,14,14,435.59,4.941999999999803,-6581.441999999992
2015-06-22,-0.4976309802799984,11.417728682329999,508598.0173283002,518085.10010100005,1114177.2868233002,-101,-2,-2,127.489998,0.3419998000000078,-100.57230279999976,-1596,-79,-79,95.04,18.16999999999964,-3979.5799999999867,169,0,0,539.59,0.0,253.5,-292,6,6,167.65,1.0950000000000615,-221.1349999999944,-693,-15,-15,437.0,10.312499999999659,-928.5225000000031
2015-06-19,0.4776430899149968,11.91535966261,513853.1366261002,499572.96980200004,1119153.5966261004,-99,1,1,127.709999,0.15449984999999913,126.73539915000038,-1517,24,24,96.24,3.5640000000001013,1280.2259999999853,169,-9,-9,537.21,4.212000000000467,-6.651999999994155,-298,16,16,167.62,2.9359999999997854,382.6239999999974,-678,25,25,440.26,15.412500000000193,2993.4974999999795
2015-06-18,-0.7933077399949986,11.437716572695003,512276.73482695,520504.0097,1114377.1657269502,-100,1,1,127.230003,0.15699995000000513,-58.08639994999992,-1541,-44,-44,94.65,6.973999999999785,-714.5239999999976,178,3,3,531.0,1.1819999999999482,1323.2580000000048,-314,14,14,167.05,2.62500000000008,-340.0650000000043,-703,1,1,430.3,0.42999999999998406,-8143.659999999989
2015-06-17,0.11783424674999997,12.231024312690002,516377.69322790025,509989.49030299997,1122310.2431269004,-101,10,10,127.720001,1.739997499999987,27.359467499999596,-1497,-16,-16,95.13,3.1360000000000583,1491.624,175,9,9,529.37,2.735999999999558,180.53400000000258,-328,20,20,167.0,3.490000000000009,-114.92999999999472,-704,13,13,428.36,4.7449999999998225,-406.24500000000813
2015-06-16,-0.5439979510449983,12.11319006594,521786.8906594002,519664.209778,1121131.9006594003,-111,11,11,127.029999,1.9414994499999865,-78.63151045000086,-1481,-5,-5,94.24,0.9825000000000301,-2721.9724999999844,166,9,9,528.4,2.8350000000002864,144.064999999989,-348,21,21,166.33,4.399499999999938,-207.70950000000474,-717,2,2,424.15,0.7410000000000536,-2575.730999999982
2015-06-15,0.53534535,12.657188016985,521277.3304138502,519355.5897560001,1126571.88016985,-122,0,0,126.099998,0.0,30.5,-1476,-69,-69,92.86,11.108999999999506,1342.490999999993,157,7,7,528.0,1.736000000000172,-776.8359999999992,-369,3,3,165.33,0.5415000000000021,273.80850000000675,-719,-4,-4,427.66,1.2199999999999362,4483.49
2015-06-12,0.3627182232600011,12.121842666984998,519011.8259378502,517876.759756,1121218.4266698502,-122,4,4,128.190002,0.7399994000000106,174.09973259999904,-1407,-73,-73,94.92,17.629499999999528,912.6505000000027,150,15,15,531.6,5.970000000000027,-302.81999999999607,-372,9,9,168.23,1.7549999999999897,669.0749999999972,-715,-3,-3,431.25,1.4129999999999427,2174.1770000000083
2015-06-11,-0.0832511684500038,11.759124443724998,525438.1556972502,515632.219496,1117591.2444372503,-126,15,15,129.179993,2.617498500000096,29.42381550000343,-1334,22,22,96.89,8.514000000000134,1009.5660000000014,135,10,10,538.42,5.5050000000003365,-303.6050000000049,-381,23,23,169.26,6.129499999999656,39.39049999999507,-712,21,21,432.29,8.966999999999961,-1607.287000000033
2015-06-10,-0.8942926486099967,11.842375612175001,534418.8773907503,532169.8907049999,1118423.7561217502,-141,18,18,127.91999799999999,4.013999100000137,-218.8749861000028,-1356,22,22,93.4,5.917999999999933,-4664.338000000002,125,23,23,529.36,9.418499999999018,1179.171500000002,-404,10,10,166.49,2.324999999999932,-1319.384999999992,-733,28,28,426.46,14.49000000000051,-3919.499999999973
2015-06-09,-0.557551314750002,12.736668260784997,546551.2632438503,540037.6796820001,1127366.68260785,-159,10,10,126.699997,2.1900024999999914,69.23085250000187,-1378,-53,-53,89.33,10.122999999999681,-3951.733000000011,102,28,28,527.56,13.832000000000154,-48.551999999996085,-414,4,4,165.34,0.8519999999999982,-141.61200000000142,-761,23,23,422.96,8.487000000000126,-1502.8470000000134
2015-06-08,0.433363997824999,13.294219575535,544335.1182903503,541454.320507,1132942.1957553502,-169,15,15,128.899994,2.497500750000029,137.40097824999805,-1325,-1,-1,90.71,0.17049999999999557,1139.5794999999994,74,12,12,533.31,4.008000000000448,-484.7679999999993,-418,5,5,167.17,0.9274999999999807,861.302500000001,-784,-15,-15,425.62,4.724999999999625,2680.124999999992
2015-06-05,0.18051808022999877,12.86085557771,551076.8246731,542575.388896,1128608.5557771,-184,13,13,129.5,2.3854986999999026,126.43580230000369,-1324,21,21,89.21,3.559500000000105,-1470.2594999999994,62,1,1,536.35,0.41349999999997633,-209.00350000000023,-423,2,2,168.25,0.4669999999999959,414.33299999999565,-769,-1,-1,429.66,0.475,2943.674999999988
2015-06-04,0.42495223106000113,12.680337497480002,541989.2643838003,548060.210197,1126803.3749748,-197,1,1,129.580002,0.15200039999999718,150.10681059999558,-1345,-34,-34,88.38,5.253000000000151,-746.1729999999898,61,-3,-3,537.76,1.2584999999998445,-229.11849999999362,-425,-10,-10,169.53,1.9649999999999181,648.6349999999968,-768,-14,-14,434.4,5.347999999999752,4426.072000000002
2015-06-03,-0.395355008934997,12.25538526642,547554.5000902001,541899.32901,1122553.8526642004,-198,11,11,130.66000400000001,1.8369983500000218,-41.21458934999405,-1311,27,27,89.24,4.414500000000129,412.13549999999094,64,-2,-2,539.91,1.3669999999999163,72.41299999999983,-415,8,8,170.5,1.6079999999999928,-120.45799999999237,-754,14,14,434.4,6.285999999999854,-4276.425999999974
2015-06-02,0.04408210583999994,12.650740275354996,544312.0537985502,549179.851463,1126507.40275355,-209,2,2,129.860001,0.33399959999998147,122.24305839999214,-1338,4,4,88.71,0.63599999999999,-173.41599999999394,66,-1,-1,532.93,0.45149999999998724,341.02849999999603,-423,-9,-9,169.66,1.8045000000000981,217.70550000000028,-768,-10,-10,430.07,4.480000000000132,-66.73999999999512
2015-06-01,-0.12654652348999867,12.606658169514999,547518.0706401501,544073.818523,1126066.5816951501,-211,6,6,130.279999,1.06500089999995,-55.92373489999523,-1342,6,6,88.84,0.9750000000000001,202.18500000000765,67,5,5,536.79,2.2950000000001864,100.26499999999976,-414,-6,-6,170.21,1.1100000000000478,-217.1700000000005,-758,9,9,430.4,3.2715000000001964,-1294.8214999999982
2015-05-29,-0.08639809724000165,12.733204693004996,547865.43844905,546881.569783,1127332.04693005,-217,8,8,131.229996,1.1399964000000182,328.7600276,-1348,-26,-26,89.47,3.808999999999861,480.43099999999924,62,2,2,537.37,0.6359999999999217,-471.35599999999744,-408,-4,-4,171.35,0.63599999999999,838.4040000000009,-767,0,0,427.23,0.0,-2040.2200000000191
2015-05-28,0.4361734081600002,12.819602790244998,546104.9972274501,544532.749775,1128196.0279024502,-225,9,9,131.860001,1.8944963999999742,58.224081599994726,-1322,1,1,89.71,0.19900000000000376,462.6509999999925,60,1,1,538.01,0.5420000000000073,0.6380000000005112,-404,-6,-6,171.45,1.197000000000037,112.66299999999669,-767,6,6,429.71,2.6519999999999073,3727.5580000000177
2015-05-27,-0.7991533045050002,12.383429382084998,552413.8640548502,551725.798362,1123834.2938208503,-234,9,9,130.33999599999999,2.6055040499999733,-575.3650450499981,-1323,-14,-14,88.14,2.289000000000067,-2474.1990000000064,59,10,10,532.8,5.560000000000173,430.3699999999957,-398,-2,-2,171.16,0.4989999999999782,-742.6990000000019,-773,13,13,427.45,4.55,-4629.639999999991
2015-05-26,0.3960593420549987,13.182582686589996,550806.8327348998,548467.468785,1131825.8268658998,-243,7,7,132.600006,1.249502450000091,707.8899205499979,-1309,-35,-35,88.87,4.760000000000048,1108.9400000000112,49,9,9,538.12,3.0060000000003355,-366.80599999999845,-396,-9,-9,172.11,1.4400000000000204,825.2100000000014,-786,-7,-7,426.2,2.3904999999998156,1685.3594999999752
2015-05-22,0.3370454414199999,12.786523344534999,553032.3986953499,546090.06825,1127865.2334453498,-250,12,12,131.600006,2.2800018000001048,-292.2985857999984,-1274,-24,-24,89.18,4.06800000000012,204.0919999999957,40,8,8,540.15,3.9440000000002327,-81.06399999999921,-387,-5,-5,173.04,0.7750000000000341,431.16500000000167,-779,16,16,431.55,8.71999999999989,3108.56
2015-05-21,-0.6662400351999977,12.449477903115,558377.2051011501,555035.909738,1124494.7790311503,-262,10,10,130.070007,1.8199999999999363,-350.38035199999507,-1250,-5,-5,89.08,0.9375000000000284,-261.9874999999922,32,9,9,537.95,5.377499999999509,110.1825000000002,-382,-5,-5,173.32,0.9949999999999477,157.2449999999953,-795,30,30,428.0,16.110000000000355,-6317.4599999999855
2015-05-20,-0.2736692478300047,13.115717938314996,564822.13883915,561111.889456,1131157.1793831498,-272,11,11,130.0,1.7820032999999342,1.7105216999991852,-1245,-28,-28,88.21,5.572000000000106,-898.0520000000164,23,6,6,538.49,2.885999999999831,34.26399999999946,-377,-1,-1,173.33,0.1910000000000082,-105.90100000000041,-825,8,8,420.6,3.843999999999869,-1768.7140000000286
2015-05-19,0.31214220850000296,13.389387186145001,557027.0027104501,560503.911981,1133893.8718614504,-283,16,16,130.690002,3.48799999999992,22.470584999996895,-1217,-39,-39,88.89,6.844500000000204,260.73550000000347,17,10,10,533.98,3.9849999999999,65.23500000000047,-376,-11,-11,172.97,1.7544999999998425,-160.66449999999517,-833,-9,-9,424.87,3.5145000000000777,2933.645500000024
2015-05-18,-0.051144192270000575,13.077244977644996,571845.1973844499,556473.530598,1130772.4497764502,-299,23,23,128.380005,3.7719976999999747,-419.38142269999804,-1178,12,12,87.54,2.753999999999917,-779.393999999996,7,7,7,532.01,3.8114999999996373,-1.781499999999892,-365,0,0,173.44,0.0,72.99999999999585,-824,25,25,426.0,10.12500000000017,616.1149999999923
2015-05-15,0.11098281591499871,13.128389169914998,559561.44847915,570633.741288,1131283.89169915,-322,9,9,129.070007,1.7054968499999403,55.17215914999873,-1190,-19,-19,86.36,3.4104999999999226,-4441.8304999999955,0,8,8,539.18,3.436000000000422,-9.676000000000204,-365,-21,-21,173.91,3.3389999999999476,282.0710000000072,-849,-23,-23,428.0,9.188500000000534,5224.091499999977
2015-05-14,-0.7414272899599974,13.017406354,575506.509899,562102.769007,1130174.06354,-331,28,28,127.410004,4.647998600000154,-1016.986399599999,-1171,-8,-8,83.29,1.4040000000000419,-1133.9139999999986,-8,14,14,533.77,5.362000000000217,-133.70199999999969,-344,0,0,173.5,0.0,-608.8800000000035,-826,17,17,429.45,8.270500000000208,-4520.790499999974
2015-05-13,0.33414223670499743,13.758833643959996,559302.9657215999,572382.7707180001,1137588.3364395997,-359,7,7,126.150002,1.4209989500000235,-53.64063295000116,-1163,-86,-86,83.4,12.125999999999726,582.7239999999906,-22,15,15,530.56,7.462500000000546,-43.02250000000117,-344,-17,-17,171.24,3.952499999999884,-587.3424999999963,-843,-38,-38,429.98,16.22599999999993,3442.703999999982
