,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-07-17,10.403388141974993,19.98650401803499,195801.9125503502,241647.64,1199865.0401803502,474,145,145,129.080002,23.34506524999921,420.14391974999324,-139,15,15,170.33,2.947499999999877,-202.78749999999883,1045,-107,-107,649.0,94.58799999999913,104573.06199999992,-3705,-791,-791,58.53,116.27699999999767,-756.5369999999868
2015-07-16,1.6831176540999986,9.583115876059992,192991.47040560015,197065.26,1095831.1587606003,329,93,93,127.739998,16.600500000000498,453.84804100000224,-154,67,67,169.47,10.95450000000032,-454.3145,1152,-50,-50,565.12,29.27500000000009,22829.484999999993,-2914,-161,-161,57.9,22.862000000000258,-5997.842000000008
2015-07-15,-0.23852257481000033,7.899998221959996,184129.81221960022,192679.51,1078999.9822196001,236,121,121,125.720001,20.146512099999875,252.1032518999993,-221,41,41,168.48,6.764999999999907,16.245000000003834,1202,-66,-66,560.13,69.76199999999957,-1191.5419999999958,-2753,-253,-253,56.26,36.43199999999922,-1462.0320000000106
2015-07-14,1.7580672387000085,8.138520796769997,173784.7578527002,183950.82,1081385.2079677002,115,80,80,126.040001,13.760007999999743,-49.91011300000042,-262,29,29,169.43,6.336500000000337,193.95349999999456,1268,-17,-17,546.76,14.20350000000003,18438.766500000085,-2500,-255,-255,55.37,33.78749999999971,-1002.1374999999938
2015-07-13,1.780121868094995,6.380453558069989,186201.7054407002,173976.88,1063804.5355807,35,119,119,125.029999,27.607994049999256,-152.55781904999935,-291,71,71,167.93,13.773999999999582,-790.4840000000028,1285,63,63,532.88,28.38150000000069,20898.068499999947,-2245,-142,-142,55.04,21.868000000000293,-2153.8079999999936
2015-07-10,0.7430217819450048,4.600331689974992,213854.4964797502,185531.099916,1046003.3168997501,-84,143,143,121.940002,48.90597854999987,-585.9561805500027,-362,93,93,165.66,17.71649999999922,-1308.2464999999975,1222,82,82,526.29,22.22200000000403,11065.658000000052,-2103,-65,-65,54.55,8.287500000000222,-1741.2375000000034
2015-07-09,0.21534491406998915,3.857309908029987,230127.37998830015,211268.62,1038573.0990803001,-227,67,67,123.849998,13.734993299999712,468.0051406999999,-455,68,68,165.34,14.48399999999997,-476.67399999999935,1140,62,62,523.12,26.72200000000107,3972.2979999998975,-2038,-50,-50,53.84,7.59999999999998,-1810.1800000000069
2015-07-08,-0.3296347486999918,3.6419649939599985,246924.7681756002,226334.65999999997,1036419.6499396001,-294,60,60,124.480003,13.140014999999948,976.7405130000047,-523,68,68,164.0,17.408000000000403,1012.9120000000014,1078,76,76,521.05,49.399999999996545,-8576.49999999993,-1988,-100,-100,53.81,20.09999999999991,3290.500000000006
2015-07-07,0.31236348362499566,3.9715997426599907,266895.2988426002,244905.260708,1039715.9974266002,-354,59,59,125.889999,9.971014750000117,106.25833624999726,-591,92,92,164.94,17.065999999999647,-195.95600000000644,1002,62,62,523.13,25.575,2122.004999999969,-1888,-15,-15,54.97,2.0625000000000213,1091.3274999999967
2015-07-06,0.07596838235000446,3.659236259034995,280581.8309383502,267713.43,1036592.3625903503,-413,10,10,124.940002,1.4600025000000585,195.26082350000277,-683,73,73,163.83,10.584999999999088,327.2750000000096,940,64,64,519.5,17.823999999999067,-275.8239999999663,-1873,-42,-42,54.79,5.838000000000062,512.9719999999984
2015-07-02,0.1488395285999953,3.58326787668499,297508.8696128502,279674.63084600004,1035832.6787668501,-423,10,10,126.43,1.4750020000000177,67.90328599999673,-756,95,95,165.05,19.047500000001037,-525.8474999999969,876,60,60,521.08,28.380000000002838,1383.7799999999488,-1831,-13,-13,55.43,1.8004999999999882,562.5595000000043
2015-07-01,-0.21483737116999718,3.4344283480849946,311923.17088285025,296025.029134,1034344.2834808503,-433,37,37,126.900002,6.031003699999869,-567.0302116999964,-851,77,77,163.97,14.937999999999544,-1673.1380000000104,816,45,45,524.73,17.437500000001023,877.9425000000309,-1818,-22,-22,56.01,3.1679999999999326,-786.1479999999958
2015-06-30,-0.18705179888999912,3.6492657192549913,322461.98719255015,309111.62,1036492.6571925504,-470,21,21,125.57,4.189497899999955,-449.02998890000123,-928,65,65,163.99,14.49499999999938,206.8850000000021,771,44,44,526.02,22.15400000000036,-998.8639999999931,-1796,-34,-34,55.52,4.708999999999969,-629.5089999999989
2015-06-29,-0.10346230042000425,3.8363175181449907,336182.33567245025,319671.999509,1038363.1751814503,-491,4,4,125.459999,0.6959991999999829,1094.4844957999983,-993,68,68,163.92,12.172000000000526,2565.11800000001,727,36,36,525.01,15.138000000001375,-7168.248000000052,-1762,-69,-69,55.04,8.797499999999745,2474.022500000002
2015-06-26,-0.16687880702999794,3.939779818564995,335337.1601656503,333677.93,1039397.7981856504,-495,-38,-38,127.66999799999999,7.0299943000001015,370.67992969999966,-1061,35,35,166.23,7.0874999999997215,645.4825000000059,691,-3,-3,537.26,1.150500000000011,-2441.2004999999754,-1693,-75,-75,56.47,10.79999999999977,-243.75000000000932
2015-06-25,0.022318145699997752,4.106658625594993,330808.28534195025,331206.60000000003,1041066.5862559503,-457,-29,-29,128.860001,6.786000000000422,293.7344570000047,-1096,18,18,167.8,3.6090000000001963,956.8909999999846,694,-15,-15,538.87,4.754999999999768,-1800.64500000001,-1618,-62,-62,56.99,7.719000000000205,773.2009999999983
2015-06-24,0.055314464020001834,4.084340479894995,327409.9060829502,328998.620428,1040843.4047989503,-428,-19,-19,127.209999,2.593503800000116,-461.41435980000347,-1114,19,19,168.71,4.180000000000087,1832.2100000000062,709,6,6,540.0,2.475,-1871.35499999999,-1556,-96,-96,56.66,12.096000000000323,1053.7040000000056
2015-06-23,0.01308348125999588,4.029026015874994,334038.6272957502,326791.12959100003,1040290.26015875,-409,3,3,127.480003,0.4469994000000128,237.16381259999721,-1133,56,56,168.38,8.791999999999327,-1053.5620000000163,703,14,14,539.64,5.7470000000006625,1583.8229999999746,-1460,-28,-28,57.28,3.430000000000024,-636.5899999999967
2015-06-22,-0.1282779735299985,4.0159425346149975,336334.7074061502,333558.690412,1040159.4253461502,-412,-7,-7,127.489998,1.1969993000000274,-411.088235299999,-1189,35,35,167.65,6.387500000000358,-909.3474999999772,689,-7,-7,539.59,2.5340000000004013,1051.2659999999994,-1432,-35,-35,56.86,4.619999999999877,-1013.6100000000083
2015-06-19,0.2738443625100017,4.144220508144997,330460.23508145026,334222.06919,1041442.20508145,-405,-14,-14,127.709999,2.162997899999988,513.8566251000015,-1224,10,10,167.62,1.8349999999998658,1546.704999999989,696,-6,-6,537.21,2.808000000000311,-27.767999999974883,-1397,-88,-88,56.51,12.76000000000015,705.6500000000015
2015-06-18,0.33437598460000045,3.8703761456349945,333730.5779373501,331920.41882699996,1038703.7614563501,-391,0,0,127.230003,0.0,-226.7776539999997,-1234,35,35,167.05,6.562500000000199,-1335.0825000000166,702,23,23,531.0,9.061999999999603,5194.858000000019,-1309,-68,-68,56.66,9.417999999999939,-289.23799999999864
2015-06-17,0.10081634652500304,3.536000161034994,342700.8520013502,332079.171173,1035360.0016103501,-391,29,29,127.720001,5.045992749999963,108.77196524999839,-1269,51,51,167.0,8.899500000000025,-435.82949999997965,679,48,48,529.37,14.591999999997643,680.5380000000104,-1241,-22,-22,57.07,3.04699999999998,654.6830000000014
2015-06-16,-0.10500900446500655,3.4351838145099918,360866.1581451001,343389.12916,1034351.8381451,-420,47,47,127.029999,8.295497649999941,-299.06554465000335,-1320,85,85,166.33,17.80749999999975,-789.3575000000181,631,31,31,528.4,9.765000000000986,552.4849999999581,-1219,-8,-8,56.52,1.1319999999999937,-514.152000000002
2015-06-15,-0.130126500049997,3.5401928189749974,361063.6791237501,361470.08906599996,1035401.9281897502,-467,-10,-10,126.099998,1.6100005000000408,104.43999950000003,-1405,-4,-4,165.33,0.7220000000000028,1018.2880000000257,600,33,33,528.0,8.184000000000811,-2943.2939999999967,-1211,-61,-61,56.62,7.869000000000212,519.3010000000006
2015-06-12,0.21292754514500026,3.670319319024994,372949.1404482502,357746.179086,1036703.1931902501,-457,23,23,128.190002,4.254996550000062,653.8839514499963,-1401,50,50,168.23,9.749999999999943,2525.5399999999895,567,52,52,531.6,20.696000000000094,-1156.9359999999851,-1150,-25,-25,57.01,3.212500000000027,106.78750000000153
2015-06-11,-0.11049895629000221,3.4573917738799946,386328.6825388002,370984.22808,1034573.9177388002,-480,51,51,129.179993,8.899494900000327,115.00543710001301,-1451,78,78,169.26,20.78699999999883,155.83299999998104,515,40,40,538.42,22.020000000001346,-1162.4200000000187,-1125,-12,-12,57.2,1.8179999999999668,-213.4079999999974
2015-06-10,-0.24752567131999767,3.5678907301699967,400693.9020807001,390177.222655,1035678.9073017002,-531,76,76,127.91999799999999,16.94799620000058,-830.2117132000105,-1529,52,52,166.49,12.089999999999645,-5008.16999999997,475,82,82,529.36,33.5789999999965,4497.481000000007,-1113,-8,-8,56.27,1.2560000000000173,-1134.3560000000036
2015-06-09,-0.08235640452499855,3.815416401489995,432900.4364429003,401164.01878600003,1038154.1640149002,-607,73,73,126.699997,15.987018249999938,294.97645475000746,-1581,101,101,165.34,21.512999999999955,-559.0530000000053,393,95,95,527.56,46.93000000000052,-171.29999999998608,-1105,23,23,55.57,3.2774999999999284,-388.18750000000153
2015-06-08,0.27302653770500024,3.8977728060149937,445197.5982601502,427779.08204,1038977.7280601503,-680,59,59,128.899994,9.823502950000114,553.4203770499921,-1682,20,20,167.17,3.7099999999999227,3465.810000000004,298,48,48,533.31,16.03200000000179,-1952.0719999999972,-1128,-19,-19,56.25,2.602999999999982,663.1070000000038
2015-06-05,0.030330423019999195,3.6247462683099934,456895.9082491002,442357.30556599994,1036247.4626831003,-739,52,52,129.5,9.54199479999961,507.8732302000148,-1702,14,14,168.25,3.2689999999999717,1666.5109999999825,250,4,4,536.35,1.6539999999999053,-842.7540000000009,-1109,23,23,56.02,3.266000000000037,-1028.3260000000043
2015-06-04,0.26242502803999995,3.5944158452899937,445452.0360799001,453897.40079100005,1035944.1584529001,-791,-4,-4,129.580002,0.6080015999999887,598.3872803999824,-1716,-63,-63,169.53,12.379499999999485,2605.6904999999874,246,-6,-6,537.76,2.516999999999689,-905.8769999999748,-1132,-41,-41,55.45,6.170499999999982,326.0495000000048
2015-06-03,-0.1341592436299951,3.331990817249994,451707.1879415001,443974.5260649999,1033319.9081725002,-787,38,38,130.66000400000001,6.345994300000076,-158.85643629997634,-1653,19,19,170.5,3.818999999999983,-466.27899999996976,252,-9,-9,539.91,6.151499999999624,285.1784999999994,-1091,19,19,55.04,2.7454999999999874,-1001.635500000004
2015-06-02,0.23705479827999587,3.466150060879989,443166.4847338002,451611.005775,1034661.5006088002,-825,-4,-4,129.860001,0.6679991999999629,475.1004827999693,-1672,-56,-56,169.66,11.228000000000613,845.8120000000007,261,-3,-3,532.93,1.3544999999999618,1350.0554999999845,-1110,-4,-4,54.4,0.5200000000000046,-300.4199999999956
2015-06-01,-0.11341225777499894,3.2290952625999925,448732.8685210002,442405.914253,1032290.952626,-821,25,25,130.279999,4.437503749999792,-217.89257774998143,-1616,-21,-21,170.21,3.885000000000167,-848.6050000000021,264,22,22,536.79,10.09800000000082,383.2619999999991,-1106,57,57,54.68,7.466999999999932,-450.88700000000506
2015-05-29,0.32636626138500124,3.342507520374992,453036.51112575014,443703.669154,1033425.0752037502,-846,33,33,131.229996,4.702485150000076,1282.4476138500002,-1595,-13,-13,171.35,2.0669999999999673,3278.953000000003,242,6,6,537.37,1.9079999999997654,-1843.58799999999,-1163,19,19,54.46,2.470000000000022,545.8499999999985
2015-05-28,0.10471169751999684,3.01614125898999,450859.10995290027,451957.939121,1030161.4125899001,-879,33,33,131.860001,6.9464867999999065,227.52797519997944,-1582,-28,-28,171.45,5.586000000000173,437.7939999999869,236,6,6,538.01,3.2520000000000437,5.068000000001939,-1182,17,17,54.82,2.3630000000000253,376.72700000000026
2015-05-27,-0.42163412209500123,2.9114295614699937,458447.44652670005,453497.603616,1029114.2956147001,-912,31,31,130.33999599999999,8.974513949999908,-2238.332720949993,-1554,-9,-9,171.16,2.2454999999999017,-2898.9555000000073,230,38,38,532.8,21.128000000000657,1678.7319999999831,-1199,10,10,54.34,1.414999999999992,-757.7849999999945
2015-05-26,0.5405366379749998,3.3330636835649945,467494.85080465017,450658.665285,1033330.6368356503,-943,55,55,132.600006,9.817519250000714,2740.4398797499907,-1545,7,7,172.11,1.120000000000016,3228.7000000000053,192,29,29,538.12,9.686000000001082,-1447.6559999999938,-1209,15,15,54.75,1.987499999999983,883.8824999999963
2015-05-22,0.00708625661500215,2.792527045589995,472839.7614939001,466843.633014,1027925.2704559002,-998,59,59,131.600006,11.210008850000515,-1171.2944338499942,-1552,-8,-8,173.04,1.2400000000000546,1734.600000000007,163,31,31,540.15,15.283000000000902,-333.3229999999968,-1224,0,0,54.78,0.0,-159.11999999999443
2015-05-21,-0.02503176690000015,2.785440788974993,485822.1620347501,473640.3489430001,1027854.40788975,-1057,68,68,130.070007,12.375999999999568,-1418.8676689999797,-1544,20,20,173.32,3.979999999999791,653.2999999999809,132,36,36,537.95,21.509999999998037,453.69000000000085,-1224,5,5,54.69,0.6399999999999935,61.55999999999653
2015-05-20,0.02490484532999899,2.810472555874993,491342.8533087502,485537.94775,1028104.7255587503,-1125,49,49,130.0,7.938014699999707,6.752453299996665,-1564,0,0,173.33,0.0,-437.9200000000018,96,25,25,538.49,12.024999999999295,143.08499999999776,-1229,-19,-19,55.27,2.4889999999999777,537.1309999999972
2015-05-19,-0.11093773699999868,2.7855677105449943,500175.2406274502,490974.20821799996,1027855.6771054503,-1174,102,102,130.690002,22.235999999999493,67.63812999998724,-1564,-7,-7,172.97,1.1164999999999,-658.6264999999803,71,38,38,533.98,15.14299999999962,280.27700000000215,-1210,-4,-4,54.79,0.5459999999999866,-798.6659999999957
2015-05-18,-0.20087100299000082,2.896505447544993,514483.8242674502,501508.882552,1028965.0544754503,-1276,91,91,128.380005,14.923990899999898,-1791.3515298999914,-1557,-1,-1,173.44,0.1904999999999916,311.3894999999823,33,32,32,532.01,17.42399999999834,-9.693999999999573,-1206,6,6,54.19,0.7739999999999783,-519.0539999999996
2015-05-15,0.1817377496750024,3.097376450534994,515388.47083535016,511360.035468,1030973.7645053501,-1367,45,45,129.070007,8.527484249999702,232.12249674999458,-1556,-88,-88,173.91,13.99199999999978,1202.9280000000308,1,34,34,539.18,14.603000000001794,-45.67300000000082,-1212,-64,-64,54.59,7.6800000000002004,427.9999999999993
2015-05-14,-0.7654865967300006,2.9156387008599913,517785.2314766003,518030.79576400004,1029156.3870086002,-1412,14,14,127.410004,2.323999300000077,-4173.196967299994,-1468,-96,-96,173.5,19.15200000000059,-2500.3920000000157,-33,53,53,533.77,20.29900000000082,-529.9889999999987,-1148,-92,-92,54.43,13.247999999999719,-451.28799999999836
2015-05-13,-0.3191485581649996,3.681125297589992,521276.87012390024,518840.942852,1036811.2529759002,-1426,-9,-9,126.150002,1.82699865000003,-198.94558165000439,-1372,-103,-103,171.24,23.947499999999298,-2326.4374999999854,-86,56,56,530.56,27.86000000000204,-162.86000000000453,-1056,-111,-111,53.72,15.26250000000016,-503.2425000000014
2015-05-12,0.24997231915999973,4.000273855754992,519479.46847655013,520693.724251,1040002.7385575501,-1417,-28,-28,125.599998,5.502001400000086,611.9836915999948,-1269,-91,-91,170.55,18.791500000001015,652.6684999999909,-142,31,31,531.6,13.298999999998477,1059.521000000014,-945,-100,-100,53.67,11.800000000000068,175.54999999999728
2015-05-11,0.4047367556300008,3.7503015365949923,514767.96814395004,515318.58999999997,1037503.0153659503,-1389,-27,-27,127.389999,4.738502699999981,1794.7555563000055,-1178,-101,-101,172.65,15.604499999999014,1819.0455000000036,-173,42,42,538.37,15.0150000000021,414.6449999999957,-845,-97,-97,53.92,13.62850000000015,18.921500000003313
2015-05-08,-0.7454591866499988,3.345564780964992,520915.33189565013,515919.064086,1033455.6478096503,-1362,-2,-2,126.68,0.4060004999999876,-3211.8873664999956,-1077,-77,-77,172.94,19.018999999999334,-1688.9989999999977,-215,62,62,536.65,42.501000000001525,-2028.2009999999932,-748,-63,-63,53.55,9.544499999999825,-525.5045000000008
2015-05-07,-0.3631529425700008,4.09102396761499,524801.9405561503,524864.85272,1040910.2396761503,-1360,-86,-86,124.769997,23.176995700000198,-383.8174256999999,-1000,-136,-136,169.63,48.89200000000037,-1046.0120000000002,-277,66,66,523.99,43.8900000000036,-1823.6700000000073,-685,-104,-104,52.59,18.460000000000058,-378.0300000000011
2015-05-06,0.6165587445699982,4.454176910184991,513310.1567458502,516681.822548,1044541.7691018502,-1274,-67,-67,126.559998,15.64449330000026,1041.7364457000037,-864,-99,-99,172.9,21.136499999998783,2578.9635000000017,-343,24,24,531.24,13.619999999999346,2232.7599999999743,-581,-73,-73,53.56,11.132500000000146,312.1275000000005
2015-05-05,0.8265929175199983,3.837618165614993,519804.0197611502,506152.203621,1038376.1816561501,-1207,-23,-23,128.149994,4.956513799999772,3482.686175199991,-765,-63,-63,173.51,14.489999999999714,637.3799999999893,-367,38,38,538.21,20.91900000000128,3739.401000000003,-508,-33,-33,53.99,4.158000000000111,406.462
2015-05-04,-0.12519549855000062,3.0110252480949944,510385.9589289502,519254.386448,1030110.2524809502,-1184,-5,-5,129.5,1.7075004999999805,297.0425145000001,-702,-84,-84,174.47,15.03600000000065,-158.43600000000768,-405,25,25,538.53,11.799999999998931,-1193.949999999997,-475,-51,-51,53.85,6.451499999999931,-196.6115000000015
2015-05-01,-0.6340916616549966,3.1362207466449954,524858.0386454503,513451.346463,1031362.2074664502,-1179,-3,-3,126.099998,0.908999549999993,-4478.253116549995,-618,-58,-58,173.2,17.342000000000713,-1377.4019999999982,-430,32,32,538.43,24.86400000000067,-300.5439999999746,-424,-11,-11,53.64,1.677500000000022,-184.71749999999903
2015-04-30,1.1359130490549993,3.7703124082999913,503261.10878700006,513371.04235199996,1037703.1240830002,-1176,-53,-53,128.639999,14.018481450000554,4090.217990549985,-560,-83,-83,173.77,17.96950000000017,1671.340500000008,-462,-4,-4,547.87,1.7560000000002218,5417.284000000004,-413,-8,-8,53.75,1.352000000000021,180.28799999999904
2015-04-29,0.3805561410499971,2.634399359244992,522606.9634854501,500902.95887699997,1026343.9935924502,-1123,-5,-5,130.16000400000001,1.7424964999999588,2152.416410500021,-477,-35,-35,173.4,11.67249999999973,-258.83250000000777,-458,35,35,550.47,13.387500000000955,2205.7624999999553,-405,26,26,52.65,3.704999999999919,-293.78499999999775
2015-04-28,0.16874404637500115,2.253843218194995,497250.13429395005,518654.577764,1022538.4321819502,-1118,-35,-35,134.46000700000002,6.965019249999983,2393.0009637499847,-442,-71,-71,170.83,11.324499999998984,-1414.2044999999964,-493,-19,-19,554.64,14.012500000000864,805.2875000000257,-431,-7,-7,52.67,0.9135000000000247,-96.64350000000258
2015-04-27,0.15939979551499878,2.085099171819994,521164.54955220013,492633.353502,1020850.9917182,-1083,73,73,132.309998,12.410032850000665,-2727.304544849989,-371,-17,-17,170.89,3.4935000000001084,-337.07349999999616,-474,30,30,563.39,23.834999999998445,4619.3249999999725,-424,34,34,52.88,4.029000000000105,39.051000000000364
2015-04-24,-0.9864219895149983,1.9256993763049948,497442.14104705,519724.238844,1019256.9937630501,-1156,-37,-37,130.490005,7.917998149999744,-682.7388951500125,-354,-58,-58,170.23,25.433000000000607,136.82700000000108,-504,18,18,566.1,11.457000000000836,-9457.496999999972,-458,-39,-39,53.16,5.0309999999998585,139.18900000000016
2015-04-23,-0.6813983538999994,2.9121213658199934,538268.2147062002,503324.94776199997,1029121.2136582001,-1119,88,88,128.300003,20.019977999999856,-1166.8140390000053,-296,-13,-13,165.23,3.321499999999861,-1449.4914999999987,-522,71,71,541.0,40.22149999999974,-4144.741499999992,-419,-11,-11,53.01,1.6664999999999695,-52.93649999999893
2015-04-22,-0.5850246880749985,3.593519719719993,503228.3759902001,543546.493965,1035935.1971972001,-1207,-125,-125,126.989998,22.062493749999845,-2076.0223807499856,-283,-51,-51,164.39,13.591499999999236,-318.2615000000059,-593,-22,-22,534.4,8.480999999999039,-3195.290999999992,-408,-64,-64,52.52,10.271999999999844,-260.6720000000013
2015-04-21,0.19733020134499793,4.178544407794991,535354.2654219501,498374.934328,1041785.4440779502,-1082,63,63,128.100006,15.592490550000168,699.4805134499978,-232,-22,-22,166.07,7.413999999999885,431.40600000000137,-571,75,75,537.51,50.962500000003956,594.3974999999782,-344,-13,-13,53.35,1.6120000000000119,248.01800000000202
2015-04-20,-1.167112021000003,3.981214206449993,514275.31977450004,544460.2777099999,1039812.1420645003,-1145,-102,-102,125.57,18.768000000000328,-3198.3757100000007,-210,-25,-25,162.1,4.787499999999909,-1121.9375000000016,-646,-8,-8,525.6,4.332000000000153,-7311.1120000000265,-331,-46,-46,53.3,7.244999999999883,-39.69500000000087
2015-04-17,0.8579375350949995,5.148326227449996,533974.6460165003,509307.05,1051483.2622745002,-1043,13,13,125.550003,1.9434980500000478,1487.174350949992,-185,-22,-22,161.75,3.78400000000006,420.95600000000155,-638,40,40,528.66,15.959999999999127,6410.14,-285,-15,-15,53.51,1.9950000000000188,261.1050000000007
2015-04-16,-0.03812824257499762,4.290388692354996,511595.3769235501,536327.507888,1042903.88692355,-1056,-73,-73,126.279999,11.387981749999856,596.2730742500119,-163,-28,-28,163.31,6.243999999999733,133.79600000000045,-678,-14,-14,529.9,9.457000000000471,-907.3369999999878,-270,-23,-23,53.98,3.0245000000000277,-204.01450000000074
2015-04-15,-0.22261500875499932,4.328516934929994,536117.0605023,513525.079017,1043285.1693493001,-983,23,23,126.410004,3.8869965499999384,-478.2530875499997,-135,-8,-8,162.63,1.5799999999999728,-245.98999999999796,-664,34,34,528.7,19.516000000001576,-1383.0159999999946,-247,1,1,52.93,0.1309999999999988,-118.89100000000099
2015-04-14,0.6535149592399978,4.551131943684993,504833.5224548501,530959.163018,1045511.3194368501,-1006,-72,-72,127.0,14.256021599999666,549.8390923999959,-127,-12,-12,162.42,2.183999999999924,8.45599999999796,-698,-41,-41,536.25,17.93749999999907,5990.782499999984,-248,-24,-24,52.93,3.048000000000025,-13.92800000000002
2015-04-13,0.07118182583000252,3.8976169844449955,534036.2673164501,503182.128132,1038976.1698444501,-934,82,82,128.369995,16.194987699999288,113.16525830000158,-115,-2,-2,162.37,0.40800000000002684,53.812000000002044,-657,36,36,538.41,12.564000000000851,596.9160000000207,-224,3,3,52.48,0.40500000000001113,-52.0749999999993
2015-04-10,-0.01380285405000187,3.826435158614993,504052.17565015005,533665.317968,1038264.35158615,-1016,-45,-45,125.949997,8.819995499999791,-584.910040500006,-113,-4,-4,162.34,0.7500000000000228,-59.51000000000118,-693,-41,-41,542.29,17.342999999999144,578.1769999999879,-227,-21,-21,52.08,2.6355000000000204,-71.78549999999947
2015-04-09,-0.05295685049499675,3.840238012664995,535847.3620686501,503912.15805800003,1038402.38012665,-971,99,99,125.849998,16.97850494999974,-973.8885049499937,-109,17,17,161.7,3.8590000000001625,-54.71900000000106,-652,35,35,541.03,13.072500000000446,548.3875000000277,-206,3,3,51.73,0.3884999999999963,-49.34850000000039
2015-04-08,-0.2736698864000022,3.8931948631599917,505243.51077159995,537716.17786,1038931.9486316,-1070,-40,-40,125.849998,8.279983999999786,424.0241360000009,-126,-5,-5,161.72,1.05499999999995,24.914999999999935,-687,-48,-48,538.38,20.856000000002314,-3108.9060000000236,-209,-26,-26,51.67,3.3020000000000267,-76.73199999999952
2015-04-07,0.10928207730000003,4.166864749559994,534954.8016155999,501984.71205999993,1041668.6474956002,-1030,107,107,127.639999,27.713000000000648,1321.4527729999982,-121,15,15,161.67,4.575000000000188,-2.655000000000257,-639,41,41,538.08,22.2220000000003,-242.48199999999653,-183,5,5,51.83,0.7449999999999974,16.504999999998958
2015-04-06,-0.3545717669600017,4.057582672259994,512575.75217460014,541535.747726,1040575.8267226,-1137,-47,-47,124.470001,7.919490599999901,-2355.9771696000066,-136,4,4,159.69,1.130000000000018,-214.33000000000052,-680,-43,-43,532.22,19.35000000000098,-998.080000000011,-188,-27,-27,51.16,3.5505000000000324,22.669500000000266
2015-04-02,0.30309860502499913,4.412154439219996,529750.5565722,508543.87,1044121.5443922001,-1090,67,67,125.029999,13.467016749999896,-1232.0269497499926,-140,10,10,159.52,2.115000000000066,-183.31499999999755,-637,7,7,540.85,4.773999999999956,4485.305999999981,-161,-4,-4,51.68,0.5779999999999973,-38.97800000000031
2015-04-01,0.3897676006450043,4.109055834194997,506608.32834195,525147.23,1041090.55834195,-1157,-43,-43,124.82,8.879493550000252,216.150506450007,-150,-8,-8,160.23,1.5719999999999346,194.26799999999895,-644,-35,-35,548.6,17.482499999999618,3506.8775000000364,-157,-14,-14,51.37,1.820000000000016,-19.6199999999992
2015-03-31,0.4977261942299969,3.7192882335499915,528462.6712475,502505.38,1037192.8823355,-1114,87,87,126.089996,19.140008699999882,2166.383942299989,-142,-4,-4,161.08,0.8700000000000273,300.9099999999983,-609,25,25,550.0,9.124999999999659,2495.894999999983,-143,-6,-6,51.26,0.8070000000000079,14.072999999999611
2015-03-30,-0.6372479015899956,3.221562039319995,507487.9067902,531280.533603,1032215.6203932,-1201,-26,-26,124.050003,4.9269908999998275,-3731.250515899996,-138,-16,-16,161.31,2.93600000000024,-301.6359999999978,-634,-30,-30,551.62,13.724999999998772,-2254.7849999999617,-137,-15,-15,51.33,2.0774999999999864,-84.80750000000009
2015-03-27,0.5302474435499955,3.8588099409099903,527835.1894090999,501806.91000000003,1038588.0994090999,-1175,110,110,124.57,23.53999449999924,1103.4074355000014,-122,-2,-2,160.79,0.43399999999998046,23.14599999999972,-604,15,15,553.0,7.687500000000341,4150.182499999955,-122,-17,-17,51.49,2.541500000000032,25.738499999999764
2015-03-26,0.08358989720500115,3.3285624973599943,506465.6772636001,527944.37743,1033285.6249735999,-1285,-53,-53,122.760002,14.416007950000125,-1152.3770279499963,-120,-11,-11,159.27,3.2339999999998725,-169.2640000000014,-619,-44,-44,557.59,34.14400000000196,2148.086000000009,-105,-32,-32,51.19,4.415999999999895,9.454000000000459
2015-03-25,1.1071630761250053,3.2449726001549934,515845.83984155,494406.196304,1032449.72600155,-1232,81,81,126.540001,14.093979749999894,4075.982261250005,-109,-19,-19,163.08,3.790500000000117,411.9295000000013,-575,14,14,570.5,10.765999999999758,6545.6440000000475,-73,-33,-33,51.98,4.124999999999954,38.07499999999966
2015-03-24,-0.5854450072650078,2.1378095240299877,509659.70998829993,518933.482626,1021378.0952402998,-1313,33,33,127.230003,5.494501650000064,676.6014273499859,-90,-25,-25,164.79,5.775000000000006,144.9249999999995,-589,-5,-5,562.56,2.13250000000005,-6686.202500000064,-40,-44,-44,52.35,5.654000000000048,10.226000000000118
2015-03-23,-0.1074106992499953,2.723254531294996,517343.88589095004,508270.648654,1027232.5453129499,-1346,61,61,127.120003,15.981969499999586,-1853.6579924999937,-65,-14,-14,162.77,3.254999999999905,-118.5449999999997,-584,0,0,560.43,0.0,905.2000000000398,4,-58,-58,53.03,8.00399999999981,-7.103999999999562
2015-03-20,0.08131791870999962,2.8306652305449913,504400.71511944995,512698.422814,1028306.6523054499,-1407,11,11,128.25,2.117498900000078,2240.829687099999,-51,-13,-13,160.95,2.6715000000000826,-144.42149999999992,-584,-21,-21,561.65,6.992999999998892,-1314.2130000000022,62,-56,-56,52.44,9.575999999999887,30.98399999999949
