,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL,MSFT Position,MSFT Order,MSFT Filled Order,MSFT Trade Price,MSFT Cost to Trade,MSFT PnL
2016-10-21,-0.23952699919999987,32.29474984518499,648590.1009058489,649090.1475460001,1322947.498451849,-1227,-32,-32,116.809998,4.879991999999857,551.5400079999924,199,33,33,150.58,6.401999999999806,-351.4920000000028,-547,-3,-3,795.0,1.4910000000001447,-1320.200999999988,-824,0,0,49.07,0.0,8.23999999999836,-468,49,49,60.28,7.006999999999964,-1283.3569999999986
2016-10-20,0.2639156937949963,32.534276844385,649830.1136638492,643890.54761,1325342.7684438492,-1195,-19,-19,116.860001,5.661999049999929,61.103937950004685,166,42,42,151.28,7.601999999999532,34.718000000003244,-544,6,6,803.3,2.6970000000002075,2483.8229999999553,-824,4,4,49.46,0.5359999999999957,-82.85600000000119,-517,26,26,57.5,3.17199999999996,142.36800000000065
2016-10-19,-0.3435089879499977,32.27036115058999,656490.1450338993,650799.353528,1322703.6115058993,-1176,-25,-25,117.25,3.4500025000001244,402.6476204999992,124,36,36,151.27,9.378000000000474,37.78199999999813,-550,17,17,798.86,15.342500000000154,-3541.5424999999755,-828,1,1,49.11,0.12400000000000092,-405.96399999999574,-543,22,22,57.47,2.78299999999997,71.98699999999751
2016-10-18,-0.9518724735049964,32.613870138539994,660164.7425363994,659311.001151,1326138.7013853993,-1151,-13,-13,118.18,1.9889980500000803,98.28326495000852,88,23,23,150.02,4.082499999999687,-251.2325000000007,-567,12,12,787.85,6.2100000000002185,-8775.989999999974,-829,9,9,49.18,1.2284999999999697,-329.7585000000005,-565,26,26,57.53,3.3669999999999676,-260.02699999999874
2016-10-17,-0.062062621415003655,33.565742612045,666222.0949824492,659912.5634140001,1335657.426120449,-1138,-23,-23,117.33000200000001,3.4960011500000863,80.63728584999917,65,21,21,154.45,3.6120000000000574,17.188000000001345,-579,7,7,779.8,3.482500000000255,-840.342500000037,-838,-14,-14,48.59,2.4920000000000417,5.607999999998347,-591,27,27,57.36,3.536999999999968,116.28300000000178
2016-10-14,-0.13397720035999602,33.62780523346,661091.1656795992,662916.2266549999,1336278.0523345994,-1115,-32,-32,117.879997,5.952001599999858,-701.895503600007,44,21,21,154.47,4.147499999999928,12.222499999999622,-586,-1,-1,781.65,0.5109999999999445,-196.29099999995216,-824,18,18,49.6,2.8260000000000387,-138.52600000000066,-618,18,18,57.12,2.6819999999999906,-315.2819999999999
2016-10-13,0.5401662486899966,33.76178243381998,673211.3954211994,658943.353249,1337617.8243381996,-1083,-14,-14,116.790001,2.261002100000008,379.9114869000032,23,22,22,153.7,4.279000000000235,-4.409000000000003,-585,12,12,781.22,4.8419999999998256,4704.94799999996,-842,-2,-2,47.92,0.2559999999999974,191.84400000000332,-636,32,32,56.7,4.592000000000053,129.3679999999984
2016-10-12,-0.26190528057499607,33.221616185129996,660609.0918512993,673819.515724,1332216.1618512995,-1069,-55,-55,117.349998,12.347513749999834,-1066.3503057499952,1,21,21,154.97,5.312999999999823,-9.592999999999966,-597,-14,-14,783.76,9.59000000000051,-1832.7199999999634,-840,-40,-40,48.97,5.920000000000073,236.8799999999991,-668,-3,-3,57.11,0.46949999999999936,52.73049999999887
2016-10-11,0.24028866512500027,33.48352146570498,671560.3237830495,654777.163042,1334835.2146570492,-1014,25,25,117.699997,5.037498750000111,-299.78734875000004,-20,10,10,156.73,1.9149999999999636,45.585000000000605,-583,18,18,786.66,13.95899999999897,1646.2910000000052,-800,-8,-8,49.28,1.03599999999999,444.80399999999617,-665,31,31,57.89,3.906000000000104,565.9940000000008
2016-10-10,-0.9011275709400018,33.24323280057998,667531.3273567994,677275.933117,1332432.3280057996,-1039,-18,-18,115.019997,2.7449964000001215,-2053.0802094000114,-30,15,15,156.71,3.6299999999999386,-59.73000000000093,-601,-5,-5,777.71,2.727500000000191,-6516.437500000008,-792,-28,-28,49.46,3.8080000000000385,-212.6079999999969,-696,10,10,57.91,1.279999999999987,-169.42000000000138
