,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL,MSFT Position,MSFT Order,MSFT Filled Order,MSFT Trade Price,MSFT Cost to Trade,MSFT PnL
2016-10-07,0.07104045200499974,34.14436037151998,671833.8757571995,663864.8079580001,1341443.6037151995,-1021,-1,-1,114.309998,0.16049994999999342,-173.30947994998982,-45,12,12,157.14,2.1239999999999783,49.206000000000486,-596,5,5,779.66,1.7349999999997863,1045.144999999984,-764,-16,-16,49.0,2.176000000000022,-163.73600000000067,-706,19,19,57.85,2.4510000000000662,-46.90099999999664
2016-10-06,-0.14502590236999927,34.073319919514994,668343.4442951494,670568.67898,1340733.1991951494,-1020,-17,-17,113.699997,2.5245016999999708,-848.2705236999993,-57,16,16,156.84,2.48799999999992,12.752000000001198,-601,-4,-4,779.0,1.6840000000001054,-225.95399999999213,-748,-19,-19,48.83,2.7265000000000317,-313.4665000000013,-725,12,12,57.74,1.6200000000000445,-75.32000000000109
2016-10-05,-0.11084579934000485,34.21834582188499,673185.7672158494,666355.1130090001,1342183.458218849,-1003,-8,-8,113.400002,1.4720004000000018,-48.424993400003856,-73,17,17,157.07,4.003500000000128,-59.63350000000021,-597,7,7,779.31,2.737000000000376,-46.7770000000465,-729,0,0,48.01,0.0,-656.099999999999,-737,15,15,57.29,1.972500000000018,-297.52249999999896
2016-10-04,-0.3098824472199998,34.32919162122499,671006.1501922491,673334.35,1343291.916212249,-995,-16,-16,113.059998,2.216003200000023,-471.1789721999967,-90,13,13,157.67,2.1774999999999407,100.54250000000091,-604,0,0,776.03,0.0,-2337.4800000000027,-729,-22,-22,47.1,2.72800000000002,-526.0679999999992,-752,0,0,57.27,0.0,135.3599999999998
2016-10-03,0.37879513380000057,34.639074068445,674481.5197054491,669447.1970629999,1346390.7406844492,-979,-9,-9,112.709999,1.606500000000048,514.2093380000001,-103,19,19,158.06,3.5909999999999744,139.13899999999788,-604,1,1,774.25,0.4424999999999727,2859.517500000011,-707,-5,-5,47.02,0.8600000000000136,139.489999999997,-752,3,3,57.4,0.3645000000000096,135.5954999999998
2016-09-30,-0.347308544399998,34.260278934644994,670263.5841964494,675942.1129099999,1342602.7893464495,-970,-34,-34,112.459999,6.799999999999807,-841.1829439999973,-122,16,16,158.9,7.632000000000152,-110.55199999999766,-605,-8,-8,776.33,5.4279999999997015,-1374.2679999999827,-702,-23,-23,46.33,4.5884999999999785,-996.2584999999998,-755,-8,-8,57.57,1.1840000000000146,-150.82400000000217
2016-09-29,0.6760029311849962,34.60758747904499,670973.1973024495,663476.63,1346075.8747904494,-936,-17,-17,113.160004,2.7284991499998883,1640.5588118499902,-138,19,19,158.63,4.170499999999771,14.209499999997183,-597,3,3,781.44,1.3259999999999537,3909.3839999999727,-679,-6,-6,46.8,0.8430000000000093,725.2670000000003,-747,0,0,57.81,0.0,470.61000000000195
2016-09-28,-0.05616898725999656,33.931584547860005,671868.8590455992,673399.497243,1339315.8454785994,-919,-8,-8,113.690002,1.1360016000000315,-786.6768725999971,-157,28,28,156.99,6.9439999999998925,-251.74399999999702,-600,1,1,777.85,0.6839999999999463,874.4760000000272,-673,0,0,46.58,0.0,-336.5,-747,15,15,57.88,2.535000000000039,-61.244999999998754
2016-09-27,-0.7149557050599975,33.98775353511999,674692.2517071994,677981.3563560001,1339877.535351199,-911,-12,-12,113.0,2.303997599999957,-192.1730505999966,-185,26,26,154.32,3.9000000000002957,-528.8900000000042,-601,-4,-4,775.5,2.3340000000001964,-5285.973999999973,-673,-38,-38,45.52,5.319999999999968,-342.41999999999786,-762,0,0,56.93,0.0,-800.1000000000033
2016-09-26,0.871095780279996,34.702709240179985,669137.2915027993,668670.217303,1347027.0924017993,-899,-48,-48,111.639999,12.575995199999898,-216.76419720000564,-211,24,24,154.46,3.9959999999997766,219.48399999999978,-597,-9,-9,782.74,3.0510000000002946,7535.438999999965,-635,-33,-33,46.51,4.322999999999961,774.6569999999987,-762,-12,-12,57.08,1.5179999999999838,398.1420000000009
2016-09-23,0.2337853322400042,33.83161345989999,668475.4871519993,666490.509149,1338316.1345989993,-851,-16,-16,114.41999799999999,2.352001600000085,1619.8613224000005,-235,18,18,155.62,3.17700000000018,271.1930000000056,-588,5,5,786.59,3.352500000000191,182.0275000000346,-602,-16,-16,47.02,2.039999999999941,-27.55999999999937,-750,1,1,57.87,0.11850000000000308,292.33150000000046
2016-09-22,-0.7776053028800003,33.59782812765999,671902.1071215991,673048.342505,1335978.2812765995,-835,-6,-6,114.349998,1.0649987999999895,-889.7150287999943,-253,21,21,156.15,4.000499999999823,-163.76050000000308,-593,8,8,780.0,4.343999999999869,-6551.654000000005,-586,-12,-12,46.99,1.7940000000000227,-123.77400000000048,-751,7,7,57.92,0.9694999999999937,-47.14950000000172
2016-09-21,-0.41165129972500436,34.375433430539985,674180.9501083994,673959.0724869999,1343754.3343053993,-829,-5,-5,113.849998,0.9025002499999886,17.075002749991242,-274,19,19,154.91,3.9139999999998967,-308.5740000000035,-601,4,4,772.66,1.3600000000000363,-2897.1700000000355,-574,-12,-12,47.0,1.6439999999999886,-202.76399999999964,-758,6,6,57.51,0.7800000000000069,-725.0799999999967
2016-09-20,-0.3244653813999936,34.787084730265,674327.762358649,675096.8999999999,1347870.8473026492,-824,-38,-38,113.050003,9.367000000000122,-21.265313999988496,-293,21,21,155.87,3.8219999999998664,98.2380000000048,-605,-3,-3,769.0,1.7339999999998554,-3446.383999999953,-562,-15,-15,47.04,2.0474999999999497,32.802500000002375,-764,-1,-1,57.35,0.1450000000000017,91.9549999999981
2016-09-19,0.27660509399999544,35.111550111665,672165.2595446492,667776.781572,1351115.5011166492,-786,-20,-20,115.190002,4.089995999999985,1054.5469399999886,-314,19,19,154.87,3.733499999999845,-346.7235000000002,-602,1,1,772.42,0.35450000000000725,1910.4654999999698,-547,-28,-28,46.62,3.569999999999897,-96.1500000000036,-763,-2,-2,57.27,0.28799999999999387,243.9120000000002
2016-09-16,0.3121761056749995,34.834945017665,674872.924048649,670546.1184680001,1348349.4501766493,-766,-9,-9,115.120003,1.9080022499999472,491.9435567500006,-333,18,18,155.04,4.608000000000106,612.6119999999977,-603,9,9,769.75,7.128000000000066,1747.6019999999971,-519,-27,-27,46.6,3.6854999999999096,331.08450000000107,-761,26,26,57.63,4.381000000000006,-61.48100000000185
2016-09-15,-1.0083838864149972,34.52276891198999,678977.7476058992,682612.16,1345227.6891198992,-757,23,23,113.860001,7.394501150000071,-2932.066864149992,-351,15,15,154.3,3.3599999999999284,-572.2199999999947,-612,8,8,762.89,4.227999999999883,-5680.667999999988,-492,-33,-33,46.75,4.553999999999892,-166.91399999999905,-787,3,3,56.15,0.39000000000000346,-731.9699999999998
2016-09-14,-0.3789529988299977,35.53115279840499,679873.0509640494,682210.3476600001,1355311.5279840492,-780,-2,-2,108.730003,0.35500030000001176,-2978.394988300006,-366,8,8,155.7,1.77199999999998,643.2679999999968,-620,-3,-3,759.61,1.8629999999998745,-1738.1029999999719,-459,-35,-35,46.89,4.689999999999962,72.29000000000079,-790,-7,-7,56.39,0.910000000000008,211.41000000000247
2016-09-13,0.5436778886899956,35.91010579723499,677433.5725263492,675143.837666,1359101.0579723492,-778,31,31,107.510002,8.044503100000076,-2024.9906130999916,-374,16,16,157.63,4.552000000000225,933.5279999999958,-617,7,7,764.48,6.401499999999669,5781.988499999955,-424,-30,-30,46.9,5.309999999999945,336.8699999999989,-783,6,6,56.5,1.0770000000000182,409.38299999999685
2016-09-12,-0.9672654055400004,35.366427908545,689695.4674674493,690744.251618,1353664.2790854492,-809,2,2,102.650002,0.4590003999999908,-1868.2930554000031,-390,17,17,155.26,4.037499999999807,-1010.7274999999976,-624,-5,-5,755.13,3.894999999999868,-5867.185000000008,-394,-29,-29,46.64,4.349999999999918,-263.999999999999,-789,7,7,56.0,1.158500000000001,-662.4484999999971
2016-09-09,1.3918988090200048,36.333693314085,665407.9623298494,679194.007567,1363336.9331408495,-811,-44,-44,104.639999,8.865997800000196,1890.7040902,-407,-2,-2,158.03,0.44500000000000456,1344.785000000001,-619,-32,-32,770.1,14.031999999998515,9512.46800000005,-365,-35,-35,47.9,4.81250000000005,225.33749999999898,-796,-33,-33,56.79,4.3064999999998825,945.6934999999992
2016-09-08,0.6310371066899969,34.941794505065,681550.7727496492,660031.4676989999,1349417.9450506493,-767,-1,-1,107.25,0.18450009999999964,2176.988566899995,-405,29,29,160.55,5.451999999999822,1095.3579999999938,-587,13,13,778.59,5.54450000000013,2969.945499999984,-330,-9,-9,47.46,1.2510000000000132,-103.73100000000073,-763,40,40,57.63,4.879999999999939,171.80999999999744
2016-09-07,-0.13574203709499827,34.310757398374996,663303.8516857494,682907.580766,1343107.5739837494,-766,-39,-39,107.83000200000001,5.440501950000035,-505.9333709500002,-434,7,7,160.19,1.31250000000004,-560.0524999999966,-600,-13,-13,780.0,8.44999999999941,-171.48999999998904,-321,-36,-36,47.0,5.399999999999897,-76.82999999999913,-803,-11,-11,57.47,1.4244999999999863,-43.11449999999771
2016-09-06,-0.5363357126999994,34.44649943547,685953.6892656995,666023.977819,1344464.9943546997,-727,11,11,107.900002,1.7489999999999726,18.195373000000124,-441,33,33,159.88,5.642999999999933,-369.3329999999919,-587,21,21,773.45,7.885499999999274,-5109.615500000003,-285,-14,-14,47.51,1.8900000000000519,60.809999999999626,-792,44,44,57.78,6.09399999999996,36.58600000000187
2016-09-02,-0.23829256980000454,34.98283514817,662413.9681236997,685266.452214,1349828.3514816994,-738,-33,-33,107.699997,5.246999999999918,-711.237198,-474,1,1,159.88,0.1759999999999934,-5.256000000009157,-608,-19,-19,773.01,8.284000000000242,-1557.3540000000387,-271,-35,-35,47.5,5.722499999999918,-41.47249999999951,-836,-12,-12,57.67,1.6860000000000186,-67.60599999999862
2016-09-01,-0.18422590449500106,35.221127717970006,691918.5507046996,662468.692115,1352211.2771796994,-705,19,19,106.139999,2.7835009500001124,-447.69704494999814,-475,36,36,158.32,6.119999999999754,-299.45999999999805,-589,28,28,769.25,7.994000000001325,-1088.5640000000133,-236,-12,-12,47.82,1.7580000000000213,88.88200000000056,-824,36,36,57.01,4.4999999999999485,-95.42000000000195
2016-08-31,0.17405856320000523,35.40535362246501,662134.1989846496,691383.288552,1354053.5362246498,-724,-46,-46,105.660004,6.89999999999987,-94.93836799999937,-511,-6,-6,159.66,1.0020000000000437,266.27800000000514,-617,-29,-29,767.01,13.96349999999884,1184.3965000000476,-224,-31,-31,47.96,4.200499999999968,33.49949999999934,-860,-50,-50,57.65,6.450000000000173,351.3499999999995
2016-08-30,0.262300194814996,35.231295059264994,691329.4665246495,660725.52,1352312.9505926496,-678,17,17,105.800003,2.677500850000027,570.6224481499952,-505,50,50,159.76,9.274999999999807,150.32499999999715,-588,25,25,769.33,12.962499999999864,1856.8174999999665,-193,-7,-7,47.22,0.9029999999999746,-124.70300000000009,-810,32,32,57.98,3.9999999999999547,169.9400000000009
2016-08-29,-0.24549990616999998,34.96899486445,661104.8144744998,693923.0099999999,1349689.9486444998,-695,-46,-46,106.620003,8.371997699999845,60.30943830000921,-555,7,7,158.83,1.606500000000051,-782.1765000000034,-613,-32,-32,768.74,19.567999999998573,-1645.0980000000054,-186,-25,-25,47.19,3.1750000000000256,-29.074999999999804,-842,-38,-38,58.18,5.718999999999983,-58.95900000000027
2016-08-26,0.051817613269999264,35.21449477061999,691497.6138121996,659723.471298,1352144.9477061995,-649,18,18,107.410004,2.8799972999999452,408.86863269999105,-562,64,64,158.88,9.984000000000743,148.23600000000053,-581,24,24,769.0,12.852000000001135,-78.54199999999926,-161,-4,-4,46.83,0.4699999999999932,-62.820000000000086,-804,43,43,58.28,5.396500000000041,102.43350000000044
2016-08-25,0.03550023330000302,35.16267715735,661727.3029074998,693149.65,1351626.7715734998,-667,-53,-53,107.389999,8.135499999999983,264.763833000007,-626,0,0,159.0,0.0,262.92000000000996,-605,-33,-33,767.0,15.55949999999898,36.47050000001259,-157,-28,-28,46.51,3.6120000000000974,-17.232000000000415,-847,-30,-30,57.88,3.479999999999947,-191.919999999999
2016-08-24,0.26305388798500146,35.12717692405,689240.3586264995,659494.0893860001,1351271.7692404995,-614,3,3,108.57,0.41850015000000274,503.9008798499974,-626,55,55,159.89,8.552499999999725,769.2574999999877,-572,19,19,770.58,6.327000000001158,1417.85300000003,-129,-16,-16,46.63,1.9759999999999764,-10.36599999999911,-817,41,41,57.8,4.776500000000026,-50.106500000001745
2016-08-23,-0.04390813680000309,34.86412303606499,657229.6340626497,687531.078766,1348641.2303606495,-617,-56,-56,108.589996,9.100000000000001,-214.3978679999996,-681,-1,-1,160.33,0.17200000000000273,-176.9019999999938,-591,-28,-28,775.48,9.086000000000968,125.52399999996233,-113,-39,-39,46.9,4.874999999999945,12.394999999999362,-858,-29,-29,57.9,3.610500000000096,-185.7004999999992
2016-08-22,0.23175744388999792,34.908031172864995,691922.2417286494,655655.831122,1349080.3117286495,-561,2,2,108.860001,0.33300010000000385,477.51643889999826,-680,75,75,160.0,12.712500000000375,17.487499999993616,-563,26,26,773.27,7.760999999999148,1889.1489999999903,-74,-36,-36,46.42,4.6260000000000385,-18.205999999999683,-829,65,65,57.6,8.222499999999911,-48.372500000003704
2016-08-19,0.18789017600000496,34.676273728975,654665.3212307493,692402.680563,1346762.7372897496,-563,-60,-60,108.769997,7.740002999999604,-183.97973999999385,-755,1,1,160.84,0.17800000000000296,996.9420000000164,-589,-41,-41,775.0,16.113000000000262,1106.5070000000237,-38,-45,-45,46.34,5.602500000000148,-13.942500000000038,-894,-30,-30,57.43,3.6450000000000955,-26.62499999999659
2016-08-18,0.05792930085499649,34.488383552974994,689986.3535177496,652691.801006,1344883.8355297495,-503,-7,-7,109.230003,1.0605024499999844,69.42900854999442,-756,93,93,160.89,15.438000000000233,-752.8080000000112,-548,25,25,780.01,11.600000000000819,1306.5799999999813,7,-53,-53,46.57,6.413000000000043,-10.503000000000181,-864,66,66,57.42,8.085000000000058,-33.40499999999928
2016-08-17,-0.14599889263999938,34.430454252119986,652925.2750011996,690805.910496,1344304.5425211994,-496,-72,-72,109.099998,10.872014400000307,48.32607360000274,-849,9,9,160.97,1.4580000000001063,216.85199999999205,-573,-41,-41,777.32,19.556999999998062,-1599.386999999985,60,-59,-59,46.51,7.817499999999933,-13.707499999999593,-930,-27,-27,57.54,3.172499999999954,-112.07250000000415
2016-08-16,0.4616568925000037,34.57645314475999,686067.4127195997,649564.5187279999,1345764.5314475999,-424,-20,-20,109.629997,3.459998999999925,41.9424249999974,-858,111,111,161.11,17.704500000001566,1080.2055000000023,-532,15,15,780.3,7.035000000000423,2844.6650000000377,119,-59,-59,46.25,7.905999999999937,11.203999999999658,-903,64,64,57.61,8.128000000000066,638.5519999999996
2016-08-15,-0.007577730170001832,34.11479625225999,646456.7445425994,685288.361212,1341147.9625225994,-404,-78,-78,108.139999,10.374011700000512,-538.6953016999967,-969,30,30,162.4,5.910000000000252,48.419999999992626,-547,-45,-45,783.75,11.249999999998977,439.25999999998487,178,-51,-51,45.82,6.0689999999999165,150.3510000000006,-967,-18,-18,58.01,2.3130000000000193,-175.11299999999974
2016-08-12,0.26164304351000117,34.12237398243,684909.0304762997,645216.23,1341223.7398242995,-326,-59,-59,107.779999,9.08600589999977,-99.43606489999996,-999,193,193,163.19,46.030499999998725,1598.0095000000144,-502,8,8,781.5,3.511999999999534,841.5479999999984,229,-109,-109,45.41,14.27899999999987,-83.50899999999957,-949,122,122,58.03,14.762000000000098,359.8179999999989
2016-08-11,-0.19926729020000175,33.86073093891999,639854.5009911994,686457.8700000001,1338607.3093891994,-267,-134,-134,108.519997,21.038000000000288,67.3315979999984,-1192,96,96,162.25,12.959999999999674,-1757.6799999999848,-510,-60,-60,785.0,18.0900000000006,-85.5900000000347,338,-159,-159,45.51,19.954500000000152,84.22549999999707,-1071,8,8,58.03,0.9999999999999887,-300.9599999999936
2016-08-10,-0.09715875399999747,34.05999822911999,679241.3725571993,638832.62,1340599.9822911993,-133,-226,-226,108.709999,33.108999999998794,52.020960000001004,-1288,427,427,162.19,66.8254999999999,-645.4454999999975,-450,-34,-34,783.75,17.628999999999813,-223.9689999999811,497,-478,-478,45.8,58.31599999999927,-329.76599999999786,-1079,222,222,58.16,27.528000000000205,175.5720000000009
2016-08-09,-0.1250875447050021,34.15715698311999,608457.5100171993,679405.9099999999,1341571.5698311995,93,-359,-359,108.230003,57.619482049997636,-66.95994704999819,-1715,313,313,162.22,57.74849999999729,348.9614999999693,-416,-164,-164,781.1,53.62799999999598,-1201.8679999999908,975,-501,-501,45.95,67.13399999999946,-130.6440000000007,-1301,81,81,58.17,9.315000000000046,-200.36500000000075
2016-08-08,0.3831955327800032,34.28224452782499,617223.0839222494,605859.56,1342822.4452782494,452,-602,-602,107.519997,104.44706020000238,321.9093278000022,-2028,868,868,162.73,170.9960000000073,3458.244000000018,-252,-190,-190,782.0,120.64999999999395,-46.52999999998997,1476,-726,-726,45.83,116.88599999999997,317.21400000000256,-1382,339,339,58.06,46.78199999999888,-218.8820000000013
2016-08-05,-0.07817878391999979,33.89904899504499,514089.9067884494,621742.8,1338990.4899504494,1054,-304,-304,106.269997,41.34401519999952,1777.1941608000018,-2896,-190,-190,162.0,34.01000000000147,-5595.709999999971,-62,-279,-279,773.78,101.4165000000061,-153.80650000001836,2202,12,12,44.63,1.4279999999999804,4128.85199999999,-1721,-363,-363,57.65,51.72749999999887,-938.3175
2016-08-04,-0.3721563195800019,33.97722777896499,422798.6437156492,515089.92000000004,1339772.277789649,1358,-84,-84,105.58000200000001,12.893995800000221,78.10880419999094,-2706,-405,-405,160.86,61.964999999998895,-2366.295000000053,217,-208,-208,772.22,87.25599999998921,-627.6259999999593,2190,244,244,43.74,37.576000000000505,-110.47599999999463,-1358,-415,-415,56.8,54.364999999999505,-695.2750000000026
2016-08-03,0.30100492860000067,34.34938409854499,356540.8595434493,423424.38,1343493.8409854493,1442,-66,-66,104.809998,13.430999999999791,1897.3657860000105,-2301,-301,-301,160.13,46.50449999999706,-389.0444999999447,425,-170,-170,767.18,84.91499999999814,150.53499999994256,1946,227,227,42.93,35.52549999999995,1729.4944999999977,-943,-357,-357,56.68,46.231499999999556,-378.3014999999996
2016-08-02,-0.32393559930000043,34.04837916994499,292849.1671754493,354315.88,1340483.7916994493,1508,-70,-70,106.050003,13.089992999999652,-2380.649993000011,-2000,-290,-290,161.27,55.24499999999756,1632.554999999961,595,-138,-138,768.69,147.24599999999788,-1802.4159999999574,1719,199,199,43.23,27.661000000000296,-729.0209999999988,-586,-288,-288,56.85,37.583999999998966,40.17600000000195
2016-08-01,0.3151502136950066,34.37231476924499,253640.54295844934,292940.34,1343723.1476924494,1578,-67,-67,104.410004,9.61451004999999,2907.3121369500122,-1710,-172,-172,160.65,31.303999999998904,-1445.4439999999715,733,-83,-83,761.09,57.1870000000046,2301.6830000000255,1520,9,9,43.92,1.080000000000028,-594.8700000000009,-298,-218,-218,56.6,29.538999999999778,-17.178999999998982
2016-07-29,2.0354007396250005,34.05716455554999,221839.6472004993,251567.96,1340571.6455554995,1645,-75,-75,104.190002,13.612488750000011,-238.70710375000442,-1538,-168,-168,161.36,26.040000000001147,1125.7800000000004,816,-48,-48,772.71,27.23999999999869,19929.24,1511,4,4,43.87,0.4980000000000132,-407.62799999999396,-80,-207,-207,56.26,27.427499999999768,-54.677500000000265
2016-07-28,0.62819184177,32.021763815924984,201615.07503924932,221076.9,1320217.6381592494,1720,-27,-27,102.83000200000001,4.859997300000114,2382.6984177000054,-1370,-130,-130,161.38,22.03500000000065,549.665000000008,864,-32,-32,747.04,15.136000000001513,3730.4639999999863,1507,-22,-22,44.0,2.83799999999992,-325.6880000000012,127,-178,-178,56.0,23.941000000000233,-55.220999999999435
2016-07-27,1.5062334632250018,31.393571974154987,183210.3949825493,200669.2,1313935.7197415493,1747,-105,-105,104.269997,18.637515750000617,11750.520632250009,-1240,-118,-118,162.12,24.95700000000078,334.64299999998934,896,-13,-13,738.28,6.1229999999997515,2993.657000000021,1529,28,28,44.2,3.2760000000000846,209.38400000000067,305,-180,-180,56.61,25.020000000000266,-225.87000000000012
2016-07-26,-0.1761306459800031,29.88733851092998,171731.0588132993,181898.64,1298873.3851092993,1852,42,42,96.82,8.231995799999805,-1227.228459800012,-1122,-68,-68,162.65,10.641999999999985,584.0180000000013,909,-24,-24,739.04,8.531999999999607,-1253.2020000000207,1501,64,64,43.93,7.840000000000055,164.30999999999906,485,-131,-131,56.52,16.24400000000012,-29.20399999999875
2016-07-25,-0.6111465901250039,30.063469156909985,165949.82880909933,171433.1,1300634.6915690992,1810,21,21,98.25,3.139505249999877,-2383.743901250002,-1054,-29,-29,162.0,5.35049999999975,-618.7005000000129,933,-10,-10,740.67,4.339999999999463,-2796.0500000000256,1437,61,61,44.31,7.716499999999917,-381.9464999999974,616,-122,-122,56.47,17.38499999999962,68.9749999999981
2016-07-22,0.16814976596999928,30.67461574703499,163656.8803143493,166121.75,1306746.1574703495,1789,-2,-2,99.260002,0.387000299999994,-1378.2498403000109,-1025,-14,-14,160.78,2.772000000000185,-1658.6520000000046,943,-13,-13,741.86,5.109000000000083,3912.611000000013,1376,99,99,44.1,12.820499999999877,224.06949999999281,738,-86,-86,56.08,10.620999999999873,581.7190000000026
2016-07-21,-0.3083629288300008,30.506465981064995,155700.4898106493,162214.94999999998,1305064.6598106492,1791,26,26,99.83000200000001,3.5360012999999584,-949.3842882999813,-1011,-43,-43,160.75,8.836500000000274,884.9435000000245,956,-22,-22,740.36,7.73299999999922,-2473.3530000000565,1277,98,98,44.5,12.249999999999861,-449.36999999999523,824,-61,-61,55.98,10.095500000000008,-96.46549999999954
2016-07-20,0.5276350465200007,30.81482890989499,151419.15086394933,156196.48,1308148.2890989492,1765,9,9,100.0,1.1970018000000322,156.47596519999868,-968,-39,-39,159.97,12.187500000000222,-1720.017500000002,978,-12,-12,737.33,5.993999999999869,4135.386000000019,1179,111,111,44.53,14.596500000000134,106.90349999999688,885,-35,-35,56.15,5.1974999999998985,2597.602499999994
2016-07-19,0.2446879145400049,30.287193863374984,149363.79336574933,148249.82,1302871.9386337493,1756,-28,-28,99.559998,4.941998599999966,57.739645399981285,-929,-4,-4,161.78,0.8039999999999964,266.9960000000011,990,1,1,729.89,0.8469999999999572,3151.243000000063,1068,90,90,44.19,11.970000000000113,-212.72999999999865,920,-41,-41,53.71,5.719499999999868,-816.3694999999974
2016-07-18,1.5973219675699943,30.042505948834982,154340.3959203493,147870.5,1300425.0594883491,1784,-82,-82,98.699997,11.480012299999784,1855.1651757000063,-925,32,32,159.3,5.568000000000393,-64.2080000000122,989,18,18,722.71,7.81200000000108,13717.477999999948,978,126,126,44.28,20.096999999999987,220.9230000000016,961,-43,-43,53.7,5.9984999999998605,243.86149999999822
2016-07-15,-0.09283280191000276,28.445183981264986,156330.91167864928,152909.46,1284451.8398126494,1866,-99,-99,98.91999799999999,18.166490100000665,-23.960519100001882,-957,18,18,159.9,4.33799999999984,481.00200000000007,971,23,23,725.73,7.107000000001381,-1185.1470000000231,852,88,88,45.0,11.6599999999999,-162.3000000000036,1004,-25,-25,53.95,3.01249999999996,-37.922499999999076
2016-07-14,0.6151362889600058,28.53801678317499,165132.4558667493,156273.0,1285380.1678317494,1965,-44,-44,97.389999,6.226004399999704,3789.449889600014,-975,65,65,158.81,10.659999999999542,-2265.5099999999898,948,24,24,721.58,10.979999999999018,3642.1800000000267,764,97,97,44.38,12.901000000000122,740.929000000003,1029,-39,-39,53.84,5.225999999999958,244.3140000000043
2016-07-13,-0.5351817879399986,27.922880494214986,172298.4589151493,164340.80000000002,1279228.8049421492,2009,-12,-12,97.410004,1.5479963999999997,-1106.6078793999911,-1040,58,58,157.75,10.440000000000726,-1070.8200000000202,924,14,14,723.62,6.320999999999822,-3429.880999999971,667,121,121,43.33,16.456000000000166,-76.51599999999985,1068,-53,-53,53.56,6.942999999999937,332.00699999999716
2016-07-12,0.520409256669997,28.45806228215498,178399.6768635493,172429.91999999998,1284580.6228215494,2021,34,34,97.16999799999999,4.963998299999838,877.8060666999925,-1098,49,49,156.0,8.672999999999911,-1919.082999999977,910,7,7,719.12,3.9444999999996755,5018.345499999959,546,160,160,42.82,19.68000000000052,523.4199999999985,1121,-37,-37,52.94,4.366000000000025,703.6039999999969
2016-07-11,0.8396431462800017,27.937653025484988,187238.94429384932,178163.51,1279376.5302548492,1987,9,9,96.75,1.2779981999999932,594.1979627999795,-1147,60,60,154.6,10.559999999999604,-1016.850000000004,903,21,21,708.05,11.833499999999026,8479.726500000035,386,218,218,42.39,28.884999999999753,1.3950000000003193,1158,-36,-36,52.5,5.058000000000055,337.9620000000073
2016-07-08,0.9077872320699958,27.09800987920498,202559.7787920493,186433.22,1270980.0987920493,1978,-58,-58,96.489998,8.35199130000034,1487.263820699999,-1207,92,92,154.0,17.480000000000317,-2391.3000000000175,882,30,30,699.5,17.97000000000071,8915.969999999983,168,239,239,41.8,35.491499999999306,-41.46149999999921,1194,-40,-40,51.73,5.080000000000041,1107.3999999999933
2016-07-07,-0.16599173217999533,26.190222647134995,209164.37239934932,201158.99,1261902.2264713494,2036,36,36,95.699997,5.922001800000237,822.7241782000066,-1299,-10,-10,152.75,2.2450000000001182,-297.21499999998684,852,22,22,698.08,16.04900000000016,-2076.188999999974,-71,211,211,41.33,32.17750000000042,-105.47749999999935,1234,-32,-32,51.42,5.039999999999918,-3.7599999999999456
2016-07-06,0.32694379975999877,26.356214379314984,222175.91579314932,207983.85,1263562.1437931494,2000,-16,-16,94.599998,2.3520024000000377,1071.4099976000075,-1289,38,38,151.85,6.15600000000045,-902.025999999997,830,28,28,689.98,14.084000000000561,2834.5959999999764,-282,215,215,40.15,33.11000000000044,23.379999999999797,1266,-46,-46,50.78,5.842000000000048,242.07800000000105
2016-07-05,-0.39155235151500367,26.029270579554986,223833.8898275493,221547.02000000002,1260292.7057955493,2016,17,17,95.389999,2.6689991500000874,-1808.5710151500064,-1327,-51,-51,151.19,9.10349999999955,820.8264999999841,802,18,18,696.06,9.468000000000803,-3738.208000000021,-497,161,161,41.38,21.89600000000022,796.124,1312,6,6,50.83,0.7949999999999933,14.305000000006737
2016-07-01,0.548127400800002,26.420822931069985,235619.3013096993,222146.46000000002,1264208.2293106993,1999,-30,-30,95.489998,5.204990999999978,571.2070080000075,-1276,49,49,152.19,12.838000000000301,-760.2479999999914,784,30,30,692.2,16.004999999999427,5555.235000000011,-658,200,200,42.3,31.199999999999477,131.56000000000046,1306,-19,-19,51.13,2.659999999999984,-16.480000000006648
2016-06-30,0.4453586378300011,25.872695530269983,244872.14936069923,237479.12,1258726.9553026995,2029,-19,-19,94.440002,2.774005700000055,2432.7778782999976,-1325,60,60,148.86,12.089999999999236,-4435.089999999991,754,45,45,685.47,18.045000000002005,5945.215000000005,-858,129,129,42.68,21.220500000000314,-325.12050000000335,1325,-31,-31,50.72,4.52599999999998,835.8040000000034
2016-06-29,0.0030258044500010785,25.427336892439985,267550.1148283993,247189.54,1254273.3689243994,2048,-54,-54,93.970001,9.50401349999961,1669.908544500003,-1385,130,130,146.5,22.81500000000068,-3949.4150000000286,709,68,68,683.0,31.721999999998207,2652.6280000000347,-987,189,189,41.14,32.41350000000007,-1822.8735000000004,1356,19,19,49.91,2.659999999999984,1480.0100000000018
