time,Score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2020-01-02 09:30:00,0.0,0.0,1000000,1000000.0,0,0,"{'maxPortfolioValue': 0, 'maxDrawdown': 0}",0,0,0,0
2020-01-02 10:30:00,0.0,0.0,1000000.0,1000000.0,0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-02 11:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-02 12:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-02 13:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-02 14:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 09:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 10:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 11:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 12:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 13:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-03 14:30:00,0.0,0.0,1000000.0,1000000.0,0.0,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 0}",0,0,0,0
2020-01-06 09:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,72936.7686335679,0,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-06 10:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,68703.54225023734,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-06 11:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,64915.85377328131,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-06 12:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,61510.63960795883,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-06 13:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,58435.22699403528,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-06 14:30:00,-933.2099834999992,-933.2099834999992,985776.4897165,999066.7900165,55645.59348246287,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 933.2099834999535}",0,933.2099834999992,0,1
2020-01-07 09:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,550628.7699838968,14223.510283499956,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-07 10:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,528952.4198708854,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-07 11:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,508817.69467992365,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-07 12:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,490081.4088733152,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-07 13:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,472614.285896509,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-07 14:30:00,-3917.1889874999997,-3917.1889874999997,955700.1101725,996082.8110125,456300.22531474964,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 3917.1889875000343}",0,3917.1889874999997,0,2
2020-01-08 09:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1463650.7093402448,44299.88982749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-08 10:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1420920.5411703724,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-08 11:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1380399.8238121,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-08 12:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1341949.4147758095,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-08 13:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1305436.5152007209,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-08 14:30:00,-8855.6115825,-8855.6115825,922618.0876975,991144.3884175,1270735.6599328672,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",0,8855.6115825,0,3
2020-01-09 09:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1259403.078644531,77381.91230249999,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-09 10:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1226016.0316643359,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-09 11:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1194305.1351327063,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-09 12:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1164151.9483679559,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-09 13:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1135448.327468923,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-09 14:30:00,-8031.627580499995,-8031.627580499995,893913.6707995001,991968.3724195,1108095.428607191,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,8855.6115825,1,3
2020-01-10 09:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,1091497.636472806,106086.32920049992,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-10 10:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,1066858.5694797987,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-10 11:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,1043280.679718732,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-10 12:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,1020699.0546078228,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-10 13:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,999053.7288974478,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-10 14:30:00,-8604.777022499997,-8604.777022499997,864460.1215975,991395.2229775001,978289.2554612709,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 8855.611582500045}",823.9840020000047,9428.761024500001,1,4
2020-01-13 09:30:00,-25593.654007500016,-25593.654007500016,818782.2449725,974406.3459925,7841203.606228973,135539.87840249995,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 25593.654007500038}",823.9840020000047,26417.63800950002,1,5
2020-01-13 10:30:00,-25593.654007500016,-25593.654007500016,818782.2449725,974406.3459925,7686242.211714957,181217.75502749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 25593.654007500038}",823.9840020000047,26417.63800950002,1,5
2020-01-13 11:30:00,-25593.654007500016,-25593.654007500016,818782.2449725,974406.3459925,7537165.142410005,181217.75502749998,"{'maxPortfolioValue': 1000000.0, 'maxDrawdown': 25593.654007500038}",823.9840020000047,26417.63800950002,1,5
